study_accession	sample_accession	experiment_accession	run_accession	scientific_name	read_count	base_count	run_alias	fastq_ftp	sample_alias
PRJEB14847	SAMEA4347562	ERX1610417	ERR1539661	gut metagenome	22651938	4478936167	run_AWF_NQOSW_1_C1K1EACXX.IND2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539661/ERR1539661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539661/ERR1539661_2.fastq.gz	sample_AWF_749906_B1 058
PRJEB14847	SAMEA4347533	ERX1610371	ERR1539663	gut metagenome	27557387	5471358247	run_AWF_KCOSW_3_C0UW8ACXX.IND2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539663/ERR1539663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539663/ERR1539663_2.fastq.gz	sample_AWF_749906_A1-074
PRJEB14847	SAMEA4347481	ERX1610290	ERR1539665	gut metagenome	25570256	4999243170	run_AWF_HAOSW_1_D11TTACXX.IND8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539665/ERR1539665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539665/ERR1539665_2.fastq.gz	sample_AWF_749906_A1-093
PRJEB14847	SAMEA4347680	ERX1610437	ERR1539669	gut metagenome	39584503	3855408592	run_AWF_AMOSW_5_C0BMEACXX.IND1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539669/ERR1539669.fastq.gz	sample_AWF_749906_A1-111
PRJEB14847	SAMEA4347747	ERX1610441	ERR1539671	gut metagenome	29164754	5623575692	run_AWF_NHOSW_4_D14FJACXX.IND8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539671/ERR1539671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539671/ERR1539671_2.fastq.gz	sample_AWF_749906_A1_185
PRJEB14847	SAMEA4347531	ERX1610109	ERR1539674	gut metagenome	29305807	5720660469	run_AWF_HCOSW_1_D11TTACXX.IND10	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539674/ERR1539674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539674/ERR1539674_2.fastq.gz	sample_AWF_749906_A1-193
PRJEB14847	SAMEA4347528	ERX1610438	ERR1539678	gut metagenome	40382206	3959866102	run_AWF_AHOSW_8_C0BB7ACXX.IND9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539678/ERR1539678.fastq.gz	sample_AWF_749906_A1-071
PRJEB14847	SAMEA104057380	ERX2033891	ERR1971005	gut metagenome	15147867	3033034081	run_BYQ_AAACOSDA_4_C9GL9ACXX.12BA217	ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/005/ERR1971005/ERR1971005_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/005/ERR1971005/ERR1971005_2.fastq.gz	sample_BYQ_2_3_Muffet_Q
PRJEB14847	SAMEA104057383	ERX2033894	ERR1971008	gut metagenome	17535076	3503864194	run_BYQ_AAAFOSDA_1_C9GL9ACXX.12BA190	ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/008/ERR1971008/ERR1971008_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/008/ERR1971008/ERR1971008_2.fastq.gz	sample_BYQ_2_6_Huckleg_Q
PRJEB14847	SAMEA104057388	ERX2033899	ERR1971013	gut metagenome	37279840	7476611682	run_BYQ_AAAKOSDA_4_C9GL9ACXX.12BA218	ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/003/ERR1971013/ERR1971013_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/003/ERR1971013/ERR1971013_2.fastq.gz	sample_BYQ_2_11_Spike-in_Q
PRJEB14847	SAMEA104057389	ERX2033900	ERR1971014	gut metagenome	37553566	7539726485	run_BYQ_AAALOSDA_4_C9GL9ACXX.12BA230	ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/004/ERR1971014/ERR1971014_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/004/ERR1971014/ERR1971014_2.fastq.gz	sample_BYQ_2_12_Conan_1
PRJEB14847	SAMEA104057392	ERX2033903	ERR1971017	gut metagenome	44597036	8942788987	run_BYQ_AAAOOSDA_2_C9GL9ACXX.12BA266	ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/007/ERR1971017/ERR1971017_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/007/ERR1971017/ERR1971017_2.fastq.gz	sample_BYQ_2_15_Thistle_1
PRJEB14847	SAMEA104057393	ERX2033904	ERR1971018	gut metagenome	31505740	6326198988	run_BYQ_AAAPOSDA_2_C9GL9ACXX.12BA278	ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/008/ERR1971018/ERR1971018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/008/ERR1971018/ERR1971018_2.fastq.gz	sample_BYQ_2_16_Hankey_1
PRJEB14847	SAMEA104057394	ERX2033905	ERR1971019	gut metagenome	25744551	5166350207	run_BYQ_AAAQOSDA_1_C9GL9ACXX.12BA195	ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/009/ERR1971019/ERR1971019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/009/ERR1971019/ERR1971019_2.fastq.gz	sample_BYQ_2_17_Huckleg_1
PRJEB14847	SAMEA104057395	ERX2033906	ERR1971020	gut metagenome	31596060	6349291733	run_BYQ_AAAROSDA_1_C9GL9ACXX.12BA207	ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/000/ERR1971020/ERR1971020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/000/ERR1971020/ERR1971020_2.fastq.gz	sample_BYQ_2_18_Ripley_1
PRJEB14847	SAMEA104057400	ERX2033911	ERR1971025	gut metagenome	35699520	7168058981	run_BYQ_AAAWOSDA_2_C9GL9ACXX.12BA267	ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/005/ERR1971025/ERR1971025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/005/ERR1971025/ERR1971025_2.fastq.gz	sample_BYQ_2_23_Muffet_7
PRJEB14847	SAMEA104057402	ERX2033913	ERR1971027	gut metagenome	29678386	5959894905	run_BYQ_AAAYOSDA_1_C9GL9ACXX.12BA196	ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/007/ERR1971027/ERR1971027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/007/ERR1971027/ERR1971027_2.fastq.gz	sample_BYQ_2_25_Hankey_7
