Abundance,1000IBD00135,1000IBD00599,1000IBD00046,1000IBD00556,1000IBD00269,1000IBD00563,1000IBD00689,1000IBD00613,1000IBD00680,1000IBD00060,1000IBD00407,1000IBD00610,1000IBD00132,1000IBD00670,1000IBD00565,1000IBD00682,1000IBD00017,1000IBD00256,1000IBD00577,1000IBD00387,1000IBD00053,1000IBD00645,1000IBD00121
s__GGB9708_SGB15234,,0.67845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77174
s__Butyricicoccus_sp_AM29_23AC,,0.55735,0,0,0,0.1098,0,0.23569,0,0,0,0.00937,0.17278,0,0,0.06805,0,0,0,0,0,0,0
s__Negativibacillus_massiliensis,,0.55239,0.05824,0,0.15352,0.04105,0,0,0,0.97704,0,0,0,0.61586,0,0.17916,0,0,0,0,0,0,0.091
s__Dysosmobacter_sp_BX15,,0.5459,0,0,0,0,0.06933,0.24426,0,0.92272,0,0.6186,0.36519,0,0,0.04563,0,0,0.38071,0.48172,0,0,0.07344
s__Parasutterella_SGB9260,,0.44659,0,0.25385,0,0.34343,0,0,0,0,0,0,0,0,0,0,0,0.85853,0,0,0,0,0.0149
s__Clostridium_sp_AF20_17LB,,0.35854,0,0,0,0.02481,0,0.06715,0,0.28812,0,0.26509,0.00967,0,0,0.09664,0,0,0.01108,0,0,0.13982,0.00451
s__Bifidobacterium_breve,,0.25143,0,0.01379,0.02266,0,0,0,0,0,0,0,0,0,0.03829,0,0,0,0,0,0.7273,0,0
s__Limosilactobacillus_oris,,0.13539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Clostridium_sp_AF36_4,,0.12218,0,0,0.06196,0.1414,0.00429,1.52359,0.69713,0,0.00791,0,0.6288,0,0,0.25141,0,0.07419,0.44215,0.47306,0,0,0.50887
s__Limosilactobacillus_vaginalis,,0.11013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Eubacterium_sp_AF16_48,,0.10949,0,0,0.23015,0,0,0.01089,0.02946,0,0,0,0,0,0.14312,0,0,0.0952,0.2854,0.0322,0,0,0.23391
s__Eisenbergiella_tayi,,0.10195,0.14817,0,0.00292,0,0,0,0,0,0.01506,0,0,0,0,0,0,0,0,0,0,0,0
s__Eubacteriaceae_bacterium_Marseille_Q4139,,0.10072,0,0,0,0,0,0,0,0,0,0,0,0.03811,0,0,0,0,0,0,0,0,0
s__Desulfovibrio_SGB5076,,0.06663,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39993,0,0,0,0,0,0,0.01797
s__Candidatus_Pararuminococcus_gallinarum,,0.0641,0,0,0.05485,0,0.0011,0,0.00243,0,0,0,0,0,0,0,0,0,0.00757,0,0,0,0.00174
s__GGB9619_SGB15067,,0.05416,0.07234,0.00132,0,0,0,0,0.02566,0,0,0,0,0,0,0,0,0,0.01073,0.11633,0.04111,0,0
s__Enterocloster_clostridioformis,,0.05172,0,0,0,0,0,0,0,0.00309,0,0,0,0,0.0596,0,0,0,0,0,0,0,0
s__Lachnotalea_sp_AF33_28,,0.04731,0,0,0,0,0,0,0,0,0,0,0.0045,0,0,0,0,0,0,0,0,0,0.00892
s__Clostridium_spiroforme,,0.04729,0,0,0.06015,0,0,0,0,0.00761,0,0,0,0,0,0,0,0,0,0,0.01239,0,0
s__Lachnospiraceae_bacterium,,0.04496,0,0,0.20446,0.68002,0.49268,0.11774,0,0.15594,0.05432,0.14905,0.21363,0,0,0.32514,0,0.64524,2.78838,0.33813,0,0,0.78888
s__GGB9708_SGB15233,,0.04304,0,0,0,0,0,0.01509,0.19818,0,0.00511,0,0.09783,0,0,0.07064,0,0.04929,0,0.27169,0,0,0
s__Merdimonas_faecis,,0.03798,0,0,0.73057,0,0,0,0.02699,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0963
s__Massilimicrobiota_sp_An134,,0.03055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB3034_SGB4030,,0.0304,0,0,0.05193,0,0,0,0,0,0,0,0.06899,0.21796,0,0,0,0,0,0,0.02478,0,0.03265
s__Lactobacillus_gasseri,,0.0302,0,0,0.0168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB3033_SGB4029,,0.02985,0.15981,0,0,0,0,0,0.027,0,0,0,0.01623,0,0,0,0,0,0.02407,0,0,0,0.01247
s__GGB2980_SGB3962,,0.02766,0.13641,0,0.14144,0.11027,0.34806,0,0.02782,0,0.07224,0,0.0521,0,0,0,0,0,0.02551,0.09218,0,0,0.02598
s__Pseudoflavonifractor_capillosus,,0.02506,0.00396,0,0.01223,0,0,0.00637,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0.00038
s__GGB9618_SGB15065,,0.02316,0,0,0,0,0,0,0,0,0,0,0.04032,0,0,0.02738,0,0,0,0,0,0,0
s__Anaeromassilibacillus_sp_An250,,0.0168,0.09244,0.06083,0,0,0.0929,0,0.02366,0.18055,0.07928,0,0,0.02545,0.03014,0,0,0,0.01238,0.01094,0.075,0,0.00959
s__GGB3534_SGB4722,,0.01569,0.00329,0.01982,0.0085,0,0,0,0.00419,0.1447,0.00077,0,0,0.06336,0,0,0,0,0,0,0.03091,0,0
s__GGB9568_SGB14980,,0.01374,0,0,0,0,0,0.38561,0,1.37924,0,0.09556,0,0,0,0,0,0,0,0,0,0.73538,0.40156
s__Luxibacter_massiliensis,,0.01062,0,0,0.00386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Merdibacter_massiliensis,,0.00916,0.02684,0,0.03165,0,0.00807,0,0,0,0,0,0.01766,0,0,0,0,0,0,0,0.01716,0,0
s__GGB3538_SGB4728,,0.00739,0,0.08935,0.0599,0,0,0.11141,0.14605,0,0,0,0,0,0,0,0,0,0,0,0.12248,0,0.03292
s__Veillonella_parvula,,0.00606,0,0.00151,0,0,0,0,0,0.07298,0,0,0,0,0,0,0,0,0,0,0,0,0.00752
s__Clostridium_methylpentosum,,0.00553,0,0,0.00635,0,0,0,0,0.01846,0,0,0.0049,0,0,0,0,0,0,0,0,0,0
s__Harryflintia_acetispora,,0.00358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9532_SGB14933,,0.00337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9646_SGB15123,,0.00087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4290,,6.45788,0,0,0,0,0,0,8.4402,0,0,0,5.70964,0,0,0,0,0,0,12.13765,0,0,0
t__SGB8007_group,,5.00611,0.05996,0.45637,0.71283,0,1.6426,0.4743,0.04333,0,0,0,0,0,0.057,0.03813,0.16785,0.09853,0,3.24008,0.0617,0.30754,0.45919
t__SGB4348,,3.06896,0,2.21395,0,0,0,0,0,0,0.39612,0,0,0.43518,8.71285,0.1236,0,2.4504,0,0.18634,0,0,4.83131
t__SGB4909,,2.64661,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03475,0,0,0,0,0,0,0.04548
t__SGB15299,,1.86853,0,0,0,0.01833,0,0,0,0,0,0,0,0,0,0.84753,0,0,0,0,0,0,0
t__SGB15216,,1.85776,0,0,0,0,1.32821,0.02879,0.07062,0,0.01133,0,0,0,0.22209,0.00152,0,0.15985,0.25013,0,0,0,0.03074
t__SGB4262,,1.50807,1.30941,0,0.95674,0.39236,1.41136,0,2.68281,4.54438,0.82542,0,0.68255,5.57319,0,0.58678,0,1.23143,5.06034,0,0,0,0.48583
t__SGB6922,,1.12275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB9226,,1.07268,0,0,0,0,2.72941,0,0,0,10.46794,0,0,0,0.97717,0,0,1.83607,0,0,1.335,0,0.8006
t__SGB15267,,0.72606,0,0,0,0,1.30729,1.46393,0,0,0.19885,0,0,0,0,0.74875,0,0,1.27429,0,0,0,0
t__SGB15234,,0.67845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77174
t__SGB14991,,0.55735,0,0,0,0.1098,0,0.23569,0,0,0,0.00937,0.17278,0,0,0.06805,0,0,0,0,0,0,0
t__SGB14912,,0.55239,0.05824,0,0.15352,0.04105,0,0,0,0.97704,0,0,0,0.61586,0,0.17916,0,0,0,0,0,0,0.091
t__SGB15053,,0.5459,0,0,0,0,0.06933,0.24426,0,0.92272,0,0.6186,0.36519,0,0,0.04563,0,0,0.38071,0.48172,0,0,0.07344
t__SGB9260,,0.44659,0,0.25385,0,0.34343,0,0,0,0,0,0,0,0,0,0,0,0.85853,0,0,0,0,0.0149
t__SGB4714,,0.35854,0,0,0,0.02481,0,0.06715,0,0.28812,0,0.26509,0.00967,0,0,0.09664,0,0,0.01108,0,0,0.13982,0.00451
t__SGB17247,,0.25143,0,0.01379,0.02266,0,0,0,0,0,0,0,0,0,0.03829,0,0,0,0,0,0.7273,0,0
t__SGB7093,,0.13539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4644,,0.12218,0,0,0.06196,0.1414,0.00429,1.52359,0.69713,0,0.00791,0,0.6288,0,0,0.25141,0,0.07419,0.44215,0.47306,0,0,0.50887
t__SGB7098,,0.11013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB5042,,0.10949,0,0,0.23015,0,0,0.01089,0.02946,0,0,0,0,0,0.14312,0,0,0.0952,0.2854,0.0322,0,0,0.23391
t__SGB4988,,0.10195,0.14817,0,0.00292,0,0,0,0,0,0.01506,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4718,,0.10072,0,0,0,0,0,0,0,0,0,0,0,0.03811,0,0,0,0,0,0,0,0,0
t__SGB5076,,0.06663,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39993,0,0,0,0,0,0,0.01797
t__SGB63327,,0.0641,0,0,0.05485,0,0.0011,0,0.00243,0,0,0,0,0,0,0,0,0,0.00757,0,0,0,0.00174
t__SGB15067,,0.05416,0.07234,0.00132,0,0,0,0,0.02566,0,0,0,0,0,0,0,0,0,0.01073,0.11633,0.04111,0,0
t__SGB4760,,0.05172,0,0,0,0,0,0,0,0.00309,0,0,0,0,0.0596,0,0,0,0,0,0,0,0
t__SGB5200,,0.04731,0,0,0,0,0,0,0,0,0,0,0.0045,0,0,0,0,0,0,0,0,0,0.00892
t__SGB6747,,0.04729,0,0,0.06015,0,0,0,0,0.00761,0,0,0,0,0,0,0,0,0,0,0.01239,0,0
t__SGB4922,,0.04496,0,0,0.1621,0.54873,0,0,0,0,0,0,0,0,0,0.19828,0,0.49497,2.52151,0,0,0,0.70585
t__SGB15233,,0.04304,0,0,0,0,0,0.01509,0.19818,0,0.00511,0,0.09783,0,0,0.07064,0,0.04929,0,0.27169,0,0,0
t__SGB4626,,0.03798,0,0,0.73057,0,0,0,0.02699,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0963
t__SGB6768,,0.03055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4030,,0.0304,0,0,0.05193,0,0,0,0,0,0,0,0.06899,0.21796,0,0,0,0,0,0,0.02478,0,0.03265
t__SGB7038,,0.0302,0,0,0.0168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4029,,0.02985,0.15981,0,0,0,0,0,0.027,0,0,0,0.01623,0,0,0,0,0,0.02407,0,0,0,0.01247
t__SGB3962,,0.02766,0.13641,0,0.14144,0.11027,0.34806,0,0.02782,0,0.07224,0,0.0521,0,0,0,0,0,0.02551,0.09218,0,0,0.02598
t__SGB15140,,0.02506,0.00396,0,0.01223,0,0,0.00637,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0.00038
t__SGB15065,,0.02316,0,0,0,0,0,0,0,0,0,0,0.04032,0,0,0.02738,0,0,0,0,0,0,0
t__SGB14894,,0.0168,0.09244,0.06083,0,0,0.0929,0,0.02366,0.18055,0.07928,0,0,0.02545,0.03014,0,0,0,0.01238,0.01094,0.075,0,0.00959
t__SGB4722,,0.01569,0.00329,0.01982,0.0085,0,0,0,0.00419,0.1447,0.00077,0,0,0.06336,0,0,0,0,0,0,0.03091,0,0
t__SGB14980,,0.01374,0,0,0,0,0,0.38561,0,1.37924,0,0.09556,0,0,0,0,0,0,0,0,0,0.73538,0.40156
t__SGB4592,,0.01062,0,0,0.00386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB29307,,0.00916,0.02684,0,0.03165,0,0.00807,0,0,0,0,0,0.01766,0,0,0,0,0,0,0,0.01716,0,0
t__SGB4728,,0.00739,0,0.08935,0.0599,0,0,0.11141,0.14605,0,0,0,0,0,0,0,0,0,0,0,0.12248,0,0.03292
t__SGB6939,,0.00606,0,0.00151,0,0,0,0,0,0.07298,0,0,0,0,0,0,0,0,0,0,0,0,0.00752
t__SGB14962,,0.00553,0,0,0.00635,0,0,0,0,0.01846,0,0,0.0049,0,0,0,0,0,0,0,0,0,0
t__SGB14838,,0.00358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14933,,0.00337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15123,,0.00087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p__Candidatus_Melainabacteria,,,0.00965,0.0592,0,0,0,0,0,0,0,0,0,0,0.01425,0,0,0.14094,0,0.12741,0,0,0.03541
c__CFGB1670,,,6.86036,0,0,0,1.6814,0,0.34802,0,0.0315,0,0,0,0,0,0,0,1.18686,0,0,0,1.18105
c__CFGB3022,,,0.18046,0,0,0,0.04339,0,0,0,0,0,0,0,0,0.00822,0,0,0.04417,0,0,0,0.01902
c__CFGB45507,,,0.0439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00506,0,0,0
c__Candidatus_Melainabacteria_unclassified,,,0.00965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14094,0,0.11164,0,0,0.02281
o__OFGB1670,,,6.86036,0,0,0,1.6814,0,0.34802,0,0.0315,0,0,0,0,0,0,0,1.18686,0,0,0,1.18105
o__Hyphomicrobiales,,,0.19739,0,0,0,0,0,0.00185,0,0.01824,0,0,0,0,0,0,0,0.06666,0,0,0,0.01343
o__OFGB3022,,,0.18046,0,0,0,0.04339,0,0,0,0,0,0,0,0,0.00822,0,0,0.04417,0,0,0,0.01902
o__OFGB45507,,,0.0439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00506,0,0,0
o__Candidatus_Gastranaerophilales,,,0.00965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14094,0,0.11164,0,0,0.02281
f__FGB1670,,,6.86036,0,0,0,1.6814,0,0.34802,0,0.0315,0,0,0,0,0,0,0,1.18686,0,0,0,1.18105
f__Barnesiellaceae,,,1.2329,0.3493,0,2.65652,1.74109,0.23901,0.31553,0,0.37954,0.43687,0.35812,0.00422,0,0.00216,0,0.29268,0.31909,0.07171,0.07252,0,0.99509
f__Methylobacteriaceae,,,0.19739,0,0,0,0,0,0.00185,0,0.01824,0,0,0,0,0,0,0,0.06666,0,0,0,0.01343
f__FGB3022,,,0.18046,0,0,0,0.04339,0,0,0,0,0,0,0,0,0.00822,0,0,0.04417,0,0,0,0.01902
f__Christensenellaceae,,,0.0525,0,0.12119,0.00177,0.02016,0.10059,0,0,0.13866,0,0.05381,0,0.00464,0,0,0,0.05292,0,0,0,0.03199
f__FGB45507,,,0.0439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00506,0,0,0
f__Muribaculaceae,,,0.02615,0,0.15876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00344,0,0
f__Candidatus_Gastranaerophilales_unclassified,,,0.00965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14094,0,0.11164,0,0,0.02281
g__GGB47687,,,6.86036,0,0,0,1.6814,0,0.34802,0,0.0315,0,0,0,0,0,0,0,1.18686,0,0,0,1.18105
g__Barnesiella,,,1.2329,0.3493,0,2.65652,1.74109,0.23901,0.31553,0,0.37954,0,0.34453,0,0,0.00216,0,0.29268,0.30646,0.07171,0,0,0.98681
g__Slackia,,,0.69907,0,0,0,0.63879,0.23065,0.05365,0.00106,0.09762,0.15633,0,0.349,0,0.52554,0,0,0.1905,0.38097,0,0.25562,0.29212
g__GGB9453,,,0.55516,0.07249,0.15263,0.0439,0,0,0.866,0,1.51739,0,0,0.04996,0.00377,0,0,0,0.43532,0,1.61824,0,0.58079
g__GGB33469,,,0.30846,0,0,0,0,0.49996,0,0,0.11127,0,0,0,0,0.21149,0,0,0,0,0,0,0.04685
g__Sellimonas,,,0.30583,0,0,0,0,0,0,0,0,0,0,0,0.09044,0,0.37351,0,0.19346,0,0.41141,0,0
g__Methylobacterium,,,0.19739,0,0,0,0,0,0.00185,0,0.01824,0,0,0,0,0,0,0,0.06666,0,0,0,0.01343
g__Frisingicoccus,,,0.19624,0,0,0,0,0,0,0.06029,0,0,0,0,0,0,0,0,0,0,0.01148,0,0
g__GGB9499,,,0.18046,0,0,0,0.04339,0,0,0,0,0,0,0,0,0.00822,0,0,0.04417,0,0,0,0.01902
g__GGB9713,,,0.16192,0,0,0,0,0,0.57049,0,0,0,0.33376,0,0,0.23024,0,0,0.00393,0.21357,0,0,0.96734
g__Solibaculum,,,0.13704,0,0,0.03721,0,0,0,0,0,0,0,0,0,0.00463,0,0,0,0,0,0,0.03249
g__Enteroscipio,,,0.1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9641,,,0.06393,0,0,0.07597,0,0,0.00277,0,0,0,0,0.05599,0,0,0,0,0.06835,0.05767,0,0,0
g__GGB9775,,,0.05634,0,0,0,0.07916,0,0.00501,0,0.0204,0,0.04117,0.04008,0,0,0,0,0,0.0023,0,0,0.03282
g__GGB2982,,,0.05571,0,0,0,0.14531,0,0.07328,0,0,0,0,0,0,0,0,0.0471,0,0.16112,0,0,0
g__Christensenellaceae_unclassified,,,0.0525,0,0.0657,0.00177,0.02016,0,0,0,0,0,0.04705,0,0.00425,0,0,0,0.05292,0,0,0,0.02393
g__Candidatus_Pseudobutyricicoccus,,,0.04801,0,0.02117,0.04619,0.1154,0,0.03344,0,0.02035,0,0.04204,0.06331,0,0,0,0,0,0.03483,0.26984,0,0.04174
g__Lactonifactor,,,0.04763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02851,0,0
g__GGB9621,,,0.04672,0,0.15358,0.03344,0,0.0295,0.0717,0,0,0,0.03675,0.1748,0,0.04265,0,0,0,0,0,0,0.03344
g__GGB3446,,,0.04454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693
g__GGB52106,,,0.0439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00506,0,0,0
g__GGB9620,,,0.04345,0,0.01707,0,0,0,0.00065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Massilioclostridium,,,0.03864,0,0,0.01438,0.04016,0,0.01058,0,0.00048,0,0,0.03669,0,0.01207,0,0,0,0,0.01901,0,0.00718
g__Oscillibacter,,,0.03116,0,0.50783,0.89885,0.40874,0.8093,0.28197,0.01935,0.5781,0,0.55159,0,0,0.67208,0,0.85874,0.97172,0,0,0,0.3222
g__GGB3583,,,0.02615,0,0.15876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00344,0,0
g__Intestinimonas,,,0.02019,0,0.005,0,0,0,0.01145,0,0.02405,0,0,0,0,0,0,0,0.03781,0,0,0,0
g__GGB3510,,,0.01798,0,0.10454,0,0.0124,0.01799,0.03202,0,0.00681,0,0,0.00619,0,0,0,0,0.00704,0,0.08862,0,0.0127
g__Holdemania,,,0.0179,0,0,0,0,0,0.00314,0.11696,0,0,0.02327,0.09584,0.02334,0,0.10062,0,0.00506,0.00224,0.04485,0,0
g__GGB9661,,,0.01159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Candidatus_Gastranaerophilales_unclassified,,,0.00965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14094,0,0.11164,0,0,0.02281
g__GGB3444,,,0.00033,0,0.10625,0,0,0,0.00055,0,0,0,0,0.08671,0.00033,0,0,0,0,0,0.00332,0,0
s__Bacteroides_stercoris,,,16.13168,0,0,0,0,0,0,0,0.3804,0,3.06349,0,0,0.01221,0,0,0,0,0,0,0
s__GGB47687_SGB2286,,,6.86036,0,0,0,1.6814,0,0.34802,0,0.0315,0,0,0,0,0,0,0,1.18686,0,0,0,1.18105
s__Bacteroides_xylanisolvens,,,1.5645,0,0,0,0.23597,0.12323,0,0,0.14204,0,0,0,0,0,0,0.08181,0.13345,0,0,0,0.22915
s__Bacteroides_caccae,,,1.40705,0,0,0.69531,2.71215,0.27551,0.1569,0,1.09148,0,0.34858,3.33168,0.10777,0,0,0,0,0,0.32631,0,0
s__Parabacteroides_distasonis,,,1.23339,0.38858,0.95631,0.94452,0.55935,0.28745,0.14419,0,0.33426,0.04948,0.30401,1.28144,0,0.12807,0,0.18058,0,0.32719,0.47374,0.29289,0
s__Barnesiella_intestinihominis,,,1.2329,0.3493,0,2.65652,1.74109,0.23901,0.31553,0,0.37954,0,0.34453,0,0,0.00216,0,0.29268,0.30646,0.07171,0,0,0.98681
s__Bifidobacterium_pseudocatenulatum,,,1.22065,0,0,0,0,0,0,0,0,0,0.30878,0,0,0,0,0,0,0,0,0,0.05017
s__Slackia_piriformis,,,0.69907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25562,0
s__Alistipes_communis,,,0.57702,0,0,0.47322,0.51165,0.1949,0.0738,0,0.56757,0,0.02062,0,0,0.05641,0,0.02192,0.39742,0.203,0,0,0.24733
s__Collinsella_stercoris,,,0.49175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02496
s__GGB9453_SGB14845,,,0.40161,0.0574,0.15263,0,0,0,0.20854,0,0.0086,0,0,0,0,0,0,0,0.34034,0,0.40461,0,0
s__Clostridium_SGB6179,,,0.34348,0,0,0,0.06845,0,0,0,0.0811,0,0,0,0,0.37112,0,0,0,0,0,0.04792,0
s__Bacteroides_fragilis,,,0.33431,0,0,0,0.91575,0,0,0,0,3.38996,0,0.84911,0.00863,0,0,0.07973,0.0038,0,0.18591,0.04653,0
s__GGB33469_SGB15236,,,0.30846,0,0,0,0,0.49996,0,0,0.11127,0,0,0,0,0.18455,0,0,0,0,0,0,0.04685
s__Sellimonas_intestinalis,,,0.30583,0,0,0,0,0,0,0,0,0,0,0,0.09044,0,0.37351,0,0.19346,0,0.41141,0,0
s__Bacteroides_SGB14754,,,0.26224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Methylobacterium_SGB15164,,,0.19739,0,0,0,0,0,0.00185,0,0.01824,0,0,0,0,0,0,0,0.06666,0,0,0,0.01343
s__Frisingicoccus_caecimuris,,,0.19624,0,0,0,0,0,0,0.06029,0,0,0,0,0,0,0,0,0,0,0.01148,0,0
s__GGB9499_SGB72735,,,0.18046,0,0,0,0.04339,0,0,0,0,0,0,0,0,0.00822,0,0,0.04417,0,0,0,0.01902
s__GGB9713_SGB15249,,,0.16192,0,0,0,0,0,0.57049,0,0,0,0.33376,0,0,0.23024,0,0,0.00393,0.21357,0,0,0.96734
s__GGB9453_SGB14844,,,0.15355,0.01508,0,0.0439,0,0,0.65746,0,1.50878,0,0,0.04996,0.00377,0,0,0,0.09498,0,1.21364,0,0.58079
s__Solibaculum_mannosilyticum,,,0.13704,0,0,0.03721,0,0,0,0,0,0,0,0,0,0.00463,0,0,0,0,0,0,0.03249
s__Bacteroides_clarus,,,0.12713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified_SGB71368,,,0.12317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00386,0,0,0
s__Enteroscipio_rubneri,,,0.1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Bilophila_wadsworthia,,,0.09823,0,0,0,0.05357,0,0,0,0.08855,0,0.06471,0,0.07194,0,0,0.07131,0,0,0.15355,0,0
s__Pseudoflavonifractor_sp_An184,,,0.09442,0,0.04768,0,0,0,0.0445,0,0.11602,0,0,0.03972,0,0,0,0,0.00902,0,0.06153,0,0.09327
s__Lawsonibacter_sp_NSJ_52,,,0.08727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Clostridiales_bacterium_NSJ_32,,,0.06484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9641_SGB15117,,,0.06393,0,0,0.07597,0,0,0.00277,0,0,0,0,0.05599,0,0,0,0,0.06835,0.05767,0,0,0
s__GGB9775_SGB15395,,,0.05634,0,0,0,0.07916,0,0.00501,0,0.0204,0,0.04117,0.04008,0,0,0,0,0,0.0023,0,0,0.03282
s__GGB2982_SGB3964,,,0.05571,0,0,0,0.14531,0,0.07328,0,0,0,0,0,0,0,0,0.0471,0,0.16112,0,0,0
s__Christensenellaceae_bacterium_NSJ_63,,,0.0525,0,0.0657,0.00177,0.01236,0,0,0,0,0,0.00799,0,0.00425,0,0,0,0.05292,0,0,0,0.02393
s__Candidatus_Pseudobutyricicoccus_lothianensis,,,0.04801,0,0.02117,0.04619,0.1154,0,0.03344,0,0.02035,0,0.04204,0.06331,0,0,0,0,0,0.03483,0.26984,0,0.04174
s__Lactonifactor_sp_BIOML_A6,,,0.04763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02851,0,0
s__GGB9621_SGB15073,,,0.04672,0,0.15358,0.03344,0,0.0295,0.0717,0,0,0,0.03675,0.1748,0,0.04265,0,0,0,0,0,0,0
s__GGB3446_SGB4597,,,0.04454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693
s__GGB52106_SGB72838,,,0.0439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00506,0,0,0
s__GGB9620_SGB15068,,,0.04345,0,0.01707,0,0,0,0.00065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Massilioclostridium_coli,,,0.03864,0,0,0.01438,0.04016,0,0.01058,0,0.00048,0,0,0.03669,0,0.01207,0,0,0,0,0.01901,0,0.00718
s__Eubacterium_siraeum,,,0.03731,0,0,0,0,1.78453,1.57702,0,0.17391,0,0.56832,0.00326,0,0.12277,0,0,0.35164,0,0,0,0.42934
s__Blautia_caecimuris,,,0.0326,0.12478,0.00437,0,0,0,0,0,0,0,0,0,0.23373,0,0.15178,0.02014,0,0,0.24696,0,0
s__Oscillibacter_valericigenes,,,0.03116,0,0.17864,0.0184,0,0,0,0,0.30524,0,0,0,0,0,0,0,0.00741,0,0,0,0.00582
s__Alistipes_senegalensis,,,0.03032,0,0,0,0,0,0.02067,0,0,0,0.0333,0.00397,0,0,0,0.03898,0.05243,0,0,0,0
s__Actinomyces_bouchesdurhonensis,,,0.02749,0.06261,0,0,0,0,0,0,0,0,0,0,0.02059,0,0.02068,0,0,0.05213,0.02595,0,0
s__GGB3583_SGB4799,,,0.02615,0,0.15876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00344,0,0
s__Intestinimonas_butyriciproducens,,,0.02019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03781,0,0,0,0
