Abundance,SAMN00034067,SAMN00034187,SAMN00095348,SAMN00078079,SAMN00073582,SAMN00147413,SAMN00070035,SAMN00146239,SAMN00042371,SAMN00069411,SAMN00142559,SAMN00144714,SAMN00099612,SAMN00146563,SAMN00143723,SAMN00088832,SAMN00095035,SAMN00063676,SAMN00031604,SAMN00143208,SAMN00073658,SAMN00097954,SAMN00041840,SAMN00141929,SAMN00143579,SAMN00146869,SAMN00143093,SAMN00146305,SAMN00095238,SAMN00037655,SAMN00142107,SAMN00065537,SAMN00065748,SAMN00087096,SAMN00034856,SAMN00085245,SAMN00034316,SAMN00147641,SAMN00097897,SAMN00087461,SAMN00146662,SAMN00141722,SAMN00088016,SAMN00076282,SAMN00139730,SAMN00085508,SAMN00087719,SAMN00069905,SAMN00142287,SAMN00100025,SAMN00034857,SAMN00086130,SAMN00085131,SAMN00082542,SAMN00074361,SAMN00100110,SAMN00142815,SAMN00037656,SAMN00087669,SAMN00042437,SAMN00146983,SAMN00088586,SAMN00096542,SAMN00084837,SAMN00087920,SAMN00075542,SAMN00141816,SAMN00141720,SAMN00039134,SAMN00087361,SAMN00146030,SAMN00143754,SAMN00094410,SAMN00082513,SAMN00147938,SAMN00146356,SAMN00099936,SAMN00087253,SAMN00139709,SAMN00142398,SAMN00087502,SAMN00142634,SAMN00088409,SAMN00146029,SAMN00095165,SAMN00083997,SAMN00045881,SAMN00099822,SAMN00147136,SAMN00139862,SAMN00145981,SAMN00142997,SAMN00073365,SAMN00095092
t__SGB79840,0.01673,0.02116,0.00264,0,0.03345,0.00065,0,0,0,0.00885,0.0035,0.0032,0.0123,0.00846,0.00687,0,0,0,0.00179,0,0.00362,0.01353,0,0,0.00409,0.02985,0.00532,0,0,0,0.01732,0,0,0.00504,0.00833,0.00256,0.01058,0.02588,0.00508,0,0,0,0.02569,0.00974,0.00023,0,0,0.00042,0,0.00174,0.01856,0,0.0058,0.0004,0,0,0,0,0,0,0.01494,0.0056,0,0,0,0,0.00177,0.01654,0.02247,0.00534,0,0.01626,0,0,0.00278,0.00655,0.01304,0.00218,0.00558,0,0,0.01113,0.02243,0.00804,0.00163,0,0,0.01133,0,0,0.02115,0,0.01562,0.00489
t__SGB14306,0.01636,0.02906,0,0,0,3.3404,0,0,0,0,0,0,0,0.04079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00779,0,0,0,0,0,0,0.08521,0.01096,0,0,0,0.04711,0,0.00308,0,0,0.00053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00778,0,0,0,0,0,0.01812,0,0,0,0,0,0,0,0.02574,0.22276,0,0,0,0,0,0.00278,0.02255,0.01524,0,0,0,0,0,0,0,0.08395,0.04726
t__SGB4820,0.01619,0.06934,0.02566,0.03276,0.00247,0.14266,0.0085,0.01862,0,0.12274,0.08299,0.00389,0.00178,0.03477,0.02428,0.00517,0.09196,0,0.13058,0.1715,0.01165,0.02874,0,0.01546,0.0491,0.0234,0.00555,0,0.00993,0,0.03058,0.04271,0.00825,0.04217,0.01759,0.05955,0.01991,0.02104,0.00635,0.02859,0,0,0.02884,0.06034,0.01156,0.01471,0.04698,0.06478,0,0.06903,0.03094,0.58794,0.00659,0.00174,0.00216,0.01589,0.00473,0,0.0831,0.01818,0.03205,0.01001,0.02858,0.01331,0.0175,0.00185,0.11062,0.02794,0.00918,0.0207,1.01382,0.02855,0.06592,0.00415,1.00004,0.06915,0.04228,0.00967,0.17756,0.00276,0.00467,0.01219,0.00506,0.07207,0.0063,0,0.01478,0.0224,0.04347,0,0.01942,0.04727,0.06614,0.01972
t__SGB9262,0.01617,0.02241,1.3435,4.01525,0,0.21314,0,0,0,0.00061,0.39461,0.0025,0.19147,0.5312,0.0185,0.00023,0.00037,0,0,0.01744,0.00109,0.09036,0,0,0.44322,0.00058,0.04668,0,0.24264,0.0752,0.14625,0,0,0.03271,0.07513,0.28227,0.03472,0.06109,0.01284,0.26769,0,0,0.04224,0.77784,0.01776,2.05458,0.02669,0.00046,0,0.03732,0.10371,0,0,0.04538,0.00561,0.00067,0,0.08856,1.51342,1.07531,0.21834,0.34155,0,0,0,0.0425,0.1627,0,0.09772,0,0,0.03395,0,0.1026,0.16756,0,0.02152,0.00071,0.00225,0.0257,0,0.02894,0,0.00902,0.17489,0.8497,0,0.00023,0.01975,0,0.00228,0,0,0.10429
t__SGB15295,0.01609,0,0,0,0,0,0,0,0,0.54611,0.24496,0,0,0.33707,0.68557,0,0,0,0,0,0,0.08236,0,0,0,0.14663,0,0,0,0,0,0,0,0,0,0.03881,0,0,1.31769,0,0,0,0,0.00499,0,0,0,0.07841,0.02403,0,0,0,0,0.04549,0.09443,0,0,0,0,0.01703,0.75798,0,0,0,0,0,0,0,0,0,0,0.22076,0,0,0,0,1.07132,0,0.37741,0.00917,0,0,0,0,0,0,0,3.16642,0,0,0,0,0.00265,0
t__SGB6939,0.01572,0.00132,0,0.00254,0,0.0015,0,0,0.05918,0.02188,0,0,0,0,0,0,0.00499,0.01601,0.00152,0,0,0,0,0.39323,0,0,0,0.85439,0,0.00729,0.02915,0.00081,0.00973,0.00234,0.00124,0,0.00047,0,0.006,0,0,0,0.00327,0.00033,0,0,0,0.07075,0.00427,0,0.00478,0,0,0.00231,0,0,0,0.00788,0.14877,0,0,0.00445,0,0.00419,0,0.00292,0,0.01715,0,0.00102,0.0016,0.01019,0,0,0.0001,0,0,0,0.00152,0.01061,0.00191,0,0.00503,0,0.0005,0.00822,0,0,0.17007,0.01646,0,0.00153,0,0.0033
t__SGB4826,0.01562,0.11619,0.00296,0.01375,0.00065,0.03389,0,0.09524,0,0.07844,0.0516,0.00633,0.00105,0.05201,0.0057,0,0.03827,0.0185,0.06113,0.38264,0.00592,0.01013,0,0,0.00129,0.01594,0.00773,0,0.03326,0.00827,0.04478,0.08294,0,0.04279,0.01973,0.00853,0.02928,0.0258,0.00038,0.01314,0,0,0.01628,0.00258,0.03497,0.00987,0.04976,0.00037,0.00138,0.03644,0.035,0,0.02254,0.02353,0,0.04267,0.00266,0.01016,0.61966,0.0476,0.0376,0.0014,0.07569,0,0.0336,0.00884,0.00542,0.01093,0.00489,0.00274,0.15268,0.05848,0.073,0,0.10778,0.03916,0.02049,0.00048,0.02284,0,0,0.00636,0.02916,0.02768,0.01234,0.00262,0,0.0059,0.02524,0,0.00785,0.01859,0.04916,0.05714
t__SGB14993,0.01384,0.0584,0,0,0.06799,0.01498,0.03297,0.01425,0,0,0.03723,0.02142,0.00105,0.02642,0.00702,0.00682,0.04102,0.01604,0.01207,0.00719,0.03069,0.12618,0.03356,0,0.02604,0.01211,0.01147,0,0.00041,0,0.02838,0.05876,0.01231,0.06989,0.06237,0.18692,0.02853,0.05698,0.03457,0.0081,0,0.00787,0.04975,0.15498,0,0,0.0082,0.01389,0,0.03433,0.11178,0,0.03663,0.0328,0.00883,0.01305,0.04676,0.00027,0.13709,0,0.02766,0.00667,0.05843,0.02333,0.00411,0.06557,0.00643,0.03272,0.00476,0.03922,0.05038,0,0.06025,0.00021,0.20225,0.01531,0.01777,0.0018,0.00623,0.03326,0.00473,0,0.01944,0.02338,0.03457,0.03062,0.01545,0.00767,0.00353,0,0.06862,0.08739,0.00658,0.03847
t__SGB4623,0.01288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14770,0.01277,0.02902,0,0,0,0.1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01169,0,0,0,0,0.01558,0,0,0,0,0,0,0.02455,0,0,0,0,0.00866,0,0,0,0,0,0,0.11839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03251,0,0,0,0,0,0.0168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB13994,0.01179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4575,0.01179,0.18722,0.01129,0.05407,0.08709,0.11475,0.03783,0.11012,0,0.1329,0.13444,0.06407,0.02234,0.04229,0.2142,0.02085,0.01205,0.02601,0.03497,0.27586,0.03221,0.01582,0.01567,0,0.11655,0.02371,0.15507,0,0.04558,0.00281,0.07386,0,0.00307,0.104,0.07689,0.0449,0.01968,0.02559,0.0114,0.03499,0,0,0.07756,0.10373,0.01591,0.02081,0.03793,0.0744,0.01801,0,0.12291,0,0.07789,0.05179,0.00429,0.02569,0.00275,0.00667,0.09988,0.01065,0.01447,0.0042,0.09836,0.00253,0,0,0.05514,0.04978,0.00243,0.08493,0.0405,0.11869,0.04105,0.02048,0.04901,0.07419,0.08948,0.01913,0.04309,0.01181,0,0.04285,0.01623,0.09493,0.12775,0.04182,0.01032,0.0543,0.0172,0,0.07013,0.0475,0.05141,0.08286
t__SGB14125,0.01162,0,0,0,0,0,0,0,0,0.0135,0,0,0.01384,0.00254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03783,0,0.0557,0.01027,0.00041,0,0,0,0,0,0.00433,0,0,0,0,0,0.05519,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0.01389,0,0,0.04577,0,0.01976,0.0238,0.07393,0,0.04142,0,0,0.02601,0,0,0,0,0,0,0,0,0,0.01475,0.02425,0
t__SGB4532,0.01125,0.1462,0.0121,0.00291,0,0.00124,0.01086,0.01066,0,0.29914,0.32093,0,0,0.03726,0.00355,0.00532,0,0,0.00957,0.11636,0,0,0,0.01589,0.02679,0.00095,0,0,0.10345,0,0.0005,0.21471,0.00535,0.01316,0.03492,0.01586,0.01039,0.0102,0.01712,0.00507,0,0.00072,0.02994,0.00493,0.00353,0,0.0447,0.00123,0.00013,0.00113,0.05754,0,0,0.03805,0,0.02548,0,0,0,0,0,0,0.02868,0.00519,0.01301,0.01495,0.05299,0.03961,0,0,0.07687,0.0107,0.04048,0,0.24782,0.04351,0.0026,0,0.09312,0.0006,0.00862,0.00349,0.03655,0.02522,0.00386,0.00205,0,0,0.02516,0,0.00225,0.00362,0.01711,0
t__SGB14341,0.0111,0,0.02709,0.01158,0,0,0,0,0,0.01288,0.08633,0,0.00058,0,0.00217,0,0.01038,0,0,0,0,0,0,0,0.04286,0.01508,0.00154,0,0,0,0,0,0,0,0,0.01591,0,0.00065,0.00485,0.0144,0,0,0,0.006,0,0.00635,0,0,0,0.05405,0,0,0,0,0.01934,0,0.00807,0,0,0,0,0.00114,0,0,0,0,0,0,0,0,0.11897,0,0.12702,0,0.25533,0,0.01702,0.00966,0.00472,0,0,0.00049,0.04274,0,0.00364,0,0,0,0.00051,0,0.00991,0.02706,0,0.00428
t__SGB15278,0.01026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01195,0,0,0,0,0,0,0,0,0,0,0,0,0.00556,0.00038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00161,0,0,0,0,0,0,0,0,0.00058,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07016,0,0,0,0,0,0,0,0,0,0.0391,0.0004
t__SGB15124,0.0101,0.02584,0.00308,0.00901,0.00698,0,0.01904,0,0,0.00908,0.08469,0.01133,0.04821,0.01466,0.01547,0.01861,0.06376,0,0.04091,0.06095,0.00381,0.00279,0.03194,0.00828,0.04498,0.0334,0.06921,0,0.02882,0,0.03164,0.05351,0,0.02006,0,0.09807,0.31064,0.00566,0.03038,0.0172,0,0,0.01555,0.06998,0.00226,0.00836,0.01631,0.00039,0,0.04218,0.00229,0,0.04215,0.00902,0.00103,0.02779,0.04278,0,0,0.01976,0.01919,0.00157,0.01125,0,0.00344,0.10585,0.06597,0,0,0.01581,0.06154,0.06729,0.15311,0.00715,0.07891,0.0361,0.01784,0.00286,0.03698,0,0.00414,0.02474,0.04305,0.00549,0.02711,0,0,0.04394,0,0,0.06607,0.03221,0.01173,0.00648
t__SGB58519,0.00991,0,0,0,0,0,0,0,0,0.01749,0,0,0,0,0,0,0,0,0.00184,0,0,0,0,0,0,0,0,0,0,0,0.00312,0.00111,0,0,0,0,0.07268,0,0,0.00315,0,0,0,0,0,0.01295,0,0,0,0.00031,0.00103,0,0.00169,0.001,0.00087,0,0,0,0,0,0,0,0,0,0.00207,0,7e-05,0.0072,0.00141,0,0,0.00034,0.00076,0,0,0.00111,0,0,4e-05,0,0,0.00178,0.00183,0.01224,0,0,0,0,0,0,0,0.00039,0,0.0001
t__SGB4725,0.00972,0.00302,0,0,0,0.04412,0,0.00325,0.00724,0.00098,0.00117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01063,0,0.00375,0,0,0.00173,0,0,0,0,0,0,0,0,0,0.00032,0,0,0.00029,0,0,0,0,0,0,0,0,0.07141,0,0,0,0,0.00123,0,0,0,0,0,0,0,0.01199,0.00505,0,0.00541,0.00028,0.00204,0,0.00802,0,0,0,0,0,0,0,0,0.01059,0,0,0.00103,0.00669,0,0
t__SGB14368,0.00923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB9203,0.00846,1.72062,0,0,0,0,0,0,0,0,0,0,0.1753,0.09191,0.0684,0,0,0,0,0.05731,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03009,0,0.16659,0,0,0,0.07735,0,0,0.26976,0.27056,0,0,0.04618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12045,0,1.77714,0.17537
t__SGB3958,0.00812,0.0048,0,0.00792,0,0.01423,0,0,0,0.00538,0,0,0,0.00297,0,0,0,0,0,0.03043,0,0,0,0,0.00304,0,0.02692,0,0,0,0,0,0,0.00799,0,0,0.00055,0,0,0,0,0,0.00498,0.00055,0,0.00276,6e-05,0.01285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00331,0,0.00055,0,0,0,0,0,0,0,0,0.00243,0.00374,0,0,0,0,0,0,0,0,0,0,0.05382,0,0.03081,0
t__SGB14853,0.00797,0.0781,0.00886,0.23763,0,0.12208,0.00711,0.0175,0.02373,0.00975,0.25643,0,0.00817,0.08011,0.01092,0.00846,0.08486,0,0.04864,0.07115,0.01057,0.15153,0.00315,0.10982,0.02763,0.02127,0.02046,0,0.05952,0,0.07611,0.07444,0,0.00816,0.87883,0.001,0.01618,0.01316,0,0.0313,0,0.0223,0.03803,0.04162,0,0.03166,0.01327,0.00054,0,0.00589,1.36817,0,0.01927,0.03254,0.01111,0.00103,0,0,0.10907,0,0.01006,0.02838,0.0052,0,0.01015,0.31743,0.10866,0.03786,0.09783,0.0031,0.02929,0.00209,0.78697,0,0.1732,0.11327,0.01538,0.07808,0.03671,0,0.03513,0.00161,0.02278,0.00737,0,0,0,0.02312,0.01301,0.01793,0.00904,0.04247,0.11066,0.02419
t__SGB14842,0.0075,0,0,0,0,0.00381,0,0,0,0,0.06791,0,0.00035,0,0,0,0,0,0,0.0038,0,0,0.04053,0,0,0,0.00327,0,0,0,0,0,0,0,0,0,0.00348,0.00214,0,0,0,0.00293,0,0,0,0,0,0,0,9e-05,0.00022,0,0,0,0,0.02551,0,0,0,0.00288,0,0,0,0,0,0,0,0,0,0,0.00762,0.00436,0.0002,0,0.01915,0,0.01716,0,0.00404,0.00228,0.00457,0,0,0,0,0,0,0.00162,0,0,0,0,0.00337,0.00129
t__SGB4768,0.0073,0.02189,0.00429,0.01263,0,0.01613,0,0.03988,0,0,0.02558,0.00419,0.00812,0.07475,0.02114,0,0.1443,0.00483,0.04614,0.02864,0.00148,0.01988,0,0,0.03045,0.00818,0.02624,0,0,0,0.01353,0.00912,0,0.0276,0,0.00787,0.01453,0.02332,0.00189,0.01464,0,0,0.01127,0.00369,0.0053,0.01628,0.02041,0.00293,0.02678,0,0.00162,0,0.00342,0.00985,0,0,0.1111,0,0,0,0,0.02544,0,0,0,0,0.00283,0.0144,0,0.01579,0.02449,0.04303,0,0,0.16557,0,0,0.00156,0,0.02827,0,0.02203,0.00886,0.07765,0.0484,0,0.01409,0,0.00964,0,0.03799,0,0.00704,0.04376
t__SGB4198,0.00721,0,0,0.41485,0,0.04016,0,0.17267,0,0.00082,0.00727,0,0.0324,0.18483,0.01959,0,2.23347,0,2.06077,1.3107,0,0.03461,0,0,0.04186,0.00067,0,0,0.02042,0,0,0,0,0,0,0.07811,0.28493,0.0002,0.15687,0.01475,1.15415,1.76706,0,0.04796,0,0.28395,0.0979,0.01272,0,0.55128,0.00174,0.30085,0,0.57982,0,0.05744,0.84917,0,0,0.01427,0.52581,0,0,0,0,0,0.61579,2.73209,0.66882,0.00152,4.65258,4.1626,1.1147,0,0,0.01676,0.04069,0,0.00976,0.00867,0.00069,0.00105,0,5.83328,0.01222,0,0,0.22793,0.00346,0,0.01749,0.04746,1.00542,0.08622
t__SGB14143,0.0065,0,0,0,0,0.00134,0,0,0,0.02532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00439,0,0,0,0,0.00216,0,0,0.00201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00158,0,0.00177,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14966,0.00641,0,0,0,0,0,0,0,0,0.01631,0,0,0.00685,0,0.00301,0,0,0,0,0,0,0,0.0273,0,0.00659,0.02241,0,0,0,0.00139,0.03047,0,0,0.02881,0,0.00022,0.08791,0.01207,0,0.02976,0,0,0.00243,0.02084,0,0,0.00061,0.00347,0.03664,0,0,0,0,0,0.02461,0,0,0.00451,0,0.00086,0.02128,0,0,0,0,0,0.00388,0,0,0.02653,0,0.01917,0,0,0.02689,0,0.02385,0,0.00453,0.0107,0,0,0,0.00327,0.01902,0,0.00087,0.04236,0,0,0,0,0,0.03618
t__SGB33550,0.00634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00058,0,0,0,0,0,0,0,0,0
t__SGB4031,0.00575,0,0,0,0,0,0,0,0,0.03894,0,0,0,0.00017,0,0,0.01588,0,0.00509,0.00136,0,0,0,0.00673,0.00121,0,0.00111,0,0.05405,0,0,0,0,0.00217,0,0,0.01064,0,0,0,0,0.03498,0,0,0,0,0.00028,0,0,0,0.00236,0,0,0,0,0.0031,0.04259,0.00124,0.00428,0,0.00867,0,0,0,0,0,0,0.00431,0.00112,0,0,0.00991,0,0,0.00038,0,6e-05,0,0.00861,0,0,0,0,0,0,0,0,0.00034,0,0,0,0,0,0
t__SGB25431,0.00537,0.00072,0,0,0,0.00704,0,0,0,0,0,0,0,0,0,0,0.00182,0,0,0.00394,0,0,0,0,0.00018,0,0.00085,0,0.00108,0,0,0,0,0.0041,0,0,0.0111,0,0,0,0,0,0,0,0,0,0.00037,0,0,0.00384,0.00303,0,0,0.00042,0,0.00233,0.00027,0,0.00237,0,0,0,0,0,0,0,0.00342,0,0.00376,0,0,0.00279,0.0023,0,0.01159,0.00282,0.00076,0,0,0,0,0,0,0.00065,0.00055,0,0.00945,0.00227,0,0,0.00409,0.00021,0,0.00276
t__SGB14809,0.00527,0,0,0,0,0.01096,0.00314,0.00237,0.11168,0.00608,0.02931,0,0,0,0,0.00307,0.02512,0,0.01569,0.07079,0,0.01389,0,0.03446,0.00791,0,0.00286,0,0.12048,0.00953,0,0.03874,0,0.03091,0.00873,0.00155,0.00026,0,0,0,0,0.07346,0,0.00104,0,0,0.00208,0,0,0.007,0.02794,0,0.00431,0.00574,0,0.04396,0.01985,0.01178,0.09195,0.02208,0.00044,0,0.08236,0.00149,0.01009,0.00941,0.00211,6e-05,0.12455,0.00257,0,0.00027,0.01268,0,0.0053,0.01698,0.0002,0.00035,0.00088,0,0.00651,0.00118,0.00975,0,0.00103,0,0.00127,0.00997,0,0,0,0.0036,0,0
t__SGB6956,0.0052,0.00842,0,0.00521,0.00175,0,0,0,0,0.00267,0,0.00178,0,0.01054,0.00699,0.00232,0,0.00876,0,0,0,0,0.00084,0.08792,0,0,0,1.23677,0,0,0.00722,0.00394,0.01172,0.00052,0,0,0.00028,0,0.05008,0,0,0,0.00477,0.00189,0.00124,0.00114,0.00135,0.099,0.01509,0,0.00417,0,0.0031,0.00408,0.00417,0,0,0.00083,0,0,0,0.00918,0.00106,0.01571,0.0045,0.00264,0,0.01924,0,0,0,0,0,0,0,0.00069,0,0,0.00111,0,0.01868,0,0.00731,0,0,0,0.00112,0,0,0.00644,0,0,0,0.00336
t__SGB71759,0.00486,0,0,0.00039,0,0.00294,0,0,0,0,0.00611,0.00292,0,0.00979,0,0,0,0,0,0,0,0.02775,0,0,0.00173,0,0,0,0.00271,0,0,0,0,0.01362,0,0,0,0.00103,0,0,0,0,0,0,0,0.00385,0,0,0,0,0,0,0,0.0012,0,0,0,0,0,0,0,0.00054,0,0,0,0,0,0.0135,0,0,0,0.02775,0,0,0.11978,0,0.00459,0,0,0.00193,0,0,0.00031,0.01941,0.00655,0,0,0,0,0,0,0,0.0151,0
t__SGB14797,0.00456,0.02231,0.0048,0.00527,0,0.02723,0,0,0,0,0,0.00215,0.00079,0.00703,0,0,0.00749,0,0.04056,0.2389,0.00355,0.00509,0,0,0.00789,0.00139,0.00033,0,0.00424,0,0.00946,0.02594,0,0.01989,0.00736,0.01241,0,0.00064,0,0.00058,0,0,0.00221,0.00571,0.0041,0.00487,0.0061,0.00053,0,0.03977,0.00571,0,0.00254,0,0,0,0.00434,0,0,0.00573,0.00065,0.01419,0.01151,0,0.0145,0,0.00168,0,0.00307,0,0.00863,0.00287,0.01804,0,0.0236,0.00611,0.00732,0.00629,0,0.00249,0,0.00264,0.01359,0.00043,0.00366,0,0,0.00321,0,0,0,0.00224,0,0.01291
t__SGB9663_group,0.0045,0.03736,0,0.29517,0.00935,0,0,0,0,0,0,0.0212,0,0.00348,0.00068,0.00469,0,0.21765,0,0.00244,0.0028,0.00144,0.00053,0.00085,0,0,0,1.22904,0,0.00312,0.02847,0.01952,0.08539,0.01161,0,0,0.00353,0.00371,0.08982,0,0,0,0.05377,0.02052,0.02852,0.12019,0.00502,0.32133,0.00553,0,0.0075,0.08151,0.01081,0.00737,0.00594,0,0,0.00522,0.10626,0.00038,0.00226,0.06268,0.00395,0.04703,0.00819,0.02294,0,0.02927,0.00462,0,0,0,0.00104,0,0.00227,0,0,0,0.00369,0.06043,0.00173,0.00199,0.06351,0,0.10229,0.02138,0.01301,0.00753,0.4484,0.00247,0.01416,0.00236,0.00174,0.00898
t__SGB4874,0.00428,0.01757,0.04213,0.07101,0.03774,0.10763,0.01957,0.09576,0,0.14098,0.14061,0.01378,0.00358,0.21116,0.02753,0.01663,0.36982,0.03008,0.13693,0.18583,0.00833,0.07464,0,0.11014,0.04599,0.03069,0.0211,0,0.02941,0,0.05899,0.05068,0.02895,0.25948,0.04168,0.15605,0.08838,0.06059,0.03102,0.09356,0,0,0.007,0.01783,0.09723,0.09308,0.08409,0.00612,0.02123,0.20693,0.06721,0,0.02662,0.0419,0,0.03815,0.02455,0,1.16639,0.04401,1.9466,0.0362,0.2871,0.07471,0.00587,0.03132,0.03245,0.07442,0.00618,0.03908,0.80216,0.31028,0.42951,0.00985,1.1274,1.39977,0.26554,0.55383,0.25943,0.01036,0.01664,0.05762,0.05982,0.12288,0.90029,0.0193,0.02018,0.27589,0.18419,0,0.04133,0.11245,0.00622,0.38014
t__SGB14798,0.00426,0.00567,0.00371,0.00434,0,0,0.00312,0,0,0,0,0,0,0.00628,0,0.00159,0,0,0.00823,0.18737,0,0,0,0,0.00886,0,0,0,0,0.00554,0,0.02698,0,0.00661,0.01418,0.01306,0.00108,0,0,0,0,0,0,0.01102,0,0,0.00831,0,0,0.00156,0.02405,0,0,0,0,0,0,0.00551,0,0,0,0.01009,0,0.00915,0.02232,0,0,0.00238,0,0,0,0,0.01767,0,0.0306,0.01078,0,0.0121,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0.00833,0,0.01477
t__SGB15146,0.00415,0.03662,0,0.00306,0,0,0,0.04654,0,0,0,0.00218,0.00154,0.00149,0.04108,0,0,0,0,0,0.00216,0.03601,0,0,0.00473,0,0.00038,0,0,0,0.00782,0,0,0,0,0,0,0.01093,0.00763,0,0,0,0.02808,0,0,0,0,0.00817,0.09595,0,0.00027,0,0.01542,0,0,0,0,0,0,0,0,0,0,0,0,0.08892,0,0.01118,0,0,0,0.0048,0,0,0,0,0,0,0,0.04632,0,0.0092,0.0113,0,0.00055,0,0,0,0,0,0,0,0.0529,0
t__SGB15156,0.00379,0.00565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00932,0,0,0,0,0,0,0,0,0,0,0,0,0.03229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00617,0.03062,0,0,0,0.00568,0,0,0.01344,0,0,0,0.00588,0,0,0,0,0,0.10237,0,0,0,0,0
t__SGB3813,0.00376,0,0,0,0.00521,0.09409,0,0,0,0.00041,0.00212,0,0,0.00488,0.00752,0.00068,0.00442,0,0.01886,0.05066,0,0.00457,0,0,0,0,0.01178,0,0,0,0.01901,0,0,0.00274,0,0.01816,0.01853,0.00415,0,0.0027,0,0.00369,0,0.00462,0,0,0.00291,0.00083,0,0.00262,0,0,0.00237,0.04258,0.00233,0,0,0,0,0,0.01096,0,0,0,0,0,0,0,0.01433,0,0.01626,0.00306,0,0,0.01357,0.00027,0.01084,0,0.01331,0,0,0.01158,0,0.00654,0,0,0,0.00295,0.00343,0,0.01531,0,0,0.0006
t__SGB4747,0.00363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722,0,0,0,0,0.00236,0,0,0,0,0,0,0,0.03131,0,0.02046,0,0,0,0,0,0,0,0,0,0,0,0,0.00046,0,0,0,0,0,0,0,0,0,0,0,0
