Abundance,SAMN08049831,SAMN08049826,SAMN08049839,SAMN08049838,SAMN08049841,SAMN08049829,SAMN08049824,SAMN08049834,SAMN08049836,SAMN08049837,SAMN08049828,SAMN08049822,SAMN08049820,SAMN08049840,SAMN08049827,SAMN08049821,SAMN08049830,SAMN08049832,SAMN08049825,SAMN08049833,SAMN08049823,SAMN08049835
t__SGB14809,0.01587,0,0,2.04518,0.14863,0.00231,0,0,0,0.00225,0,1.57662,0,0.0035,0.01672,0.44669,0.00949,0.00605,0.00541,0.19027,0.00077,0.05163
t__SGB9223,0.01533,0,0,0,0,0,0,0.18114,0,0,0,0,0,0,0,0,0,0.00455,0,0,0,0
t__SGB4029,0.01248,0,0.01158,0,0,0,0,0.0654,0.00329,0,0,0,0,0,0.01477,0,0,0.05408,0.12322,0.04326,0.1778,0.32818
t__SGB4769,0.01185,0.01611,0,0,0,0,0,0,0,0.01724,0,0,0.01654,0.02375,0,0,0,0.02412,0.00533,0,0.03411,0
t__SGB15216,0.01133,0.11629,0,0,0.0294,0.19791,0,0,0.00454,0.04925,0.13221,0,0.01169,0.01713,0.32372,0.66299,0,0,0.12506,0.05617,0.22885,0.25581
t__SGB15089,0.01115,0.02425,0.02596,0,0.04358,0.01371,0.07955,0.02563,0.02496,0,0.03472,0,0.01599,0.03351,0.01745,1.15677,0,0.30558,0.12746,0,0.00563,0.01341
t__SGB4938,0.01076,2.32703,0,0,0,0.72376,0,0,0.04551,0,0.11238,0,0,0,0,0.4351,0.01362,0.12274,0.50007,0,0,0
t__SGB6768,0.00954,0,0,0,0,0.03668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00599
t__SGB63306,0.00925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB47402,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14235,0,0,0,0,0.19351,0,0
t__SGB63101,0.00795,0.01819,0.04057,0,0.01985,0.01514,0.00169,0.01306,0.00806,0.02199,0.16307,0,0,0.00251,0.03582,0,0.00766,0.00541,0.00749,0.01512,0.0082,0.01558
t__SGB4777,0.00777,0.12446,0.15954,0,0.0707,0.13739,0,0.18077,0.01321,0.26704,0,0,0.09885,0.18472,0.02334,0,0,0,0.01277,0,0.03023,0.04081
t__SGB15164,0.00755,0.04682,0,0,0,0.00034,0.00904,0,0,0.01415,0,0,0.00783,0.01,0.00323,0,0,0.00319,0,0.00667,0.03965,0.13147
t__SGB5182,0.00728,0,0,0,0,0.00494,0,0,0,0,0,0,0,0,0,0,0.00637,0,0,0,0,0
t__SGB25431,0.00718,0.00879,0.00578,0,0.01071,0.01269,0.0025,0.03864,0.01675,0.00741,0,0.02689,0.0008,0.02757,0.00303,0,0,0.02158,0.02454,0.05531,0.01263,0.09948
t__SGB15067,0.00717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00981,0.02655,0,0.02888,0.0302,0.00378
t__SGB4595,0.00714,0.0057,0,0,0,0,0.00228,0,0.01299,0,0,0,0,0.00194,0.01305,0,0,0,0,0,0,0
t__SGB1965,0.00654,0.4616,0,0.03566,0.06129,0.10649,0.0463,0.08273,0.00533,0.10818,0.70717,0.48768,0.02088,0.05357,0.08124,0,0,0.52409,0.13669,0.10646,1.39937,0.64578
t__SGB14142,0.00642,0,0,0,0,0,0,0,0.0095,0,0,0,0,0,0,0,0,0.02746,0,0,0.0015,0
t__SGB4063,0.00567,0,0,0,0,0,0,0,0,0.01097,0,0,0.00883,0.01356,0.02822,0,0,0,0.00738,0,0.01045,0.03304
t__SGB2325,0.00565,0.30131,0,0,0.00542,0.08968,0.00083,0.02865,0,0.04064,0.06982,0,0.03584,0.02532,0,0,0,0.01591,0,0,0.10496,0.09091
t__SGB5190,0.00507,0,0,0.11517,0.20113,0.03014,0.0739,0.01002,0.02668,0,0.01144,0,0.00048,0.05285,0.05627,0.14268,0,0.02749,0,0,0,0
t__SGB4626,0.00434,0,0.08852,0,0,0.0393,0,0.00597,0,0.01675,0,0,0,0,0,0.04736,0.00193,0.00262,0,0,0,0.73668
t__SGB63163,0.00393,0,0,0,0,0.00336,0,0,0.00706,0.03304,0,0,0,0,0,0,0,0,0,0.04961,0,0.28689
t__SGB15382,0.00389,0,0,0,0,0.01597,0,0,0,0.03144,0,0,0,0.01381,0.09065,0,0,0,0,0,0.00892,0.09367
t__SGB3988,0.00373,0.00949,0,0,0.00996,0.00671,0.00702,0.00057,0,0,0,0,0,0,0,0,0,0,0,0,0.01273,0
t__SGB15073,0.0036,0.06268,0,0,0.0855,0,0,0,0,0,0,0.18859,0.00812,0,0,0,0,0.02204,0.0056,0,0,0.04824
t__SGB4606,0.00358,0,0,0,0,0,0.01057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15272,0.00296,0.01216,0,0,0.03146,0.03485,0,0,0.04376,0.0305,0,0,0,0,0.01486,0,0.01225,0.09574,0,0,0.00076,0.12143
t__SGB10068,0.00274,0.00615,0,0.19819,0,0,0,0,0,0.01591,0.05185,0.05255,0,0.01326,0.04739,0.34977,0.01391,1.41626,0.00823,0,0.03254,0.31808
t__SGB4537,0.00236,0.06907,0,0,0,0,0.12871,0.00587,0.07408,0,0.02196,0,0,0.27782,0.23897,0.35951,0,0.0928,0.28328,0.08286,0.00186,0
t__SGB15124,0.00179,0.01279,0,0,0.00536,0.00557,0.00416,0,0,0,0,0,0,0,0.01557,0.0247,0,0,0,0.00905,0.06193,0.01254
t__SGB15349,0.00177,0,0,0,0,0,0,0,0.01827,0,0,0,0,0,0,0,0,0,0,0,0.01332,0
t__SGB63342,0.00133,0,0,0,0,0,0,0,0.00261,0,0,0,0,0,0,0,0,0.00687,0,0,0,0
t__SGB14853,0.00102,0.0384,0.02973,0.11712,0.26507,0.01798,0.0157,0.00139,0.05722,0,0.02976,0.12837,0,0.01938,0.07038,0,0.01415,0.01375,0.03942,0.02878,0.03041,0.18799
t__SGB14894,0.00098,0,0.01202,0.08541,0.00859,0.02205,0,0,0.04215,0.02404,0,0.01668,0.00948,0.00866,0.00374,0,0.01256,0.11341,0.01731,0.09673,0.04633,0.15855
t__SGB4772,0.00077,0.00273,0.00026,0,0,0.0114,0,0,0,0,0,0,0,0,0,0,0,0,0.01673,0,0,0
t__SGB14263,0.00051,0,0,0,0,0,0,0,0.00144,0,0,0,0,0.0151,0,0,0,0,0,0,0,0.67604
t__SGB15143,0.00049,0.00778,0,0,0,0.00578,0.04595,0,0,0,0,0,0,0,0.01377,0,0,0,0,0.03159,0.03521,0.00615
t__SGB14838,0.00044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4722,0.00036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00341,0,0,0,0.04042
t__SGB5200,0.00018,0,0,0,0,0,0,0,0,0,0,0,0,0.00055,0,0,0,0,0,0,0,0.02685
p__Candidatus_Melainabacteria,,0.0788,0,0,0.01197,0,0,0,0,0,0,0,0.12257,0.00684,0.17913,0,0,0,0,0.01029,0.01384,0
c__CFGB76352,,1.06291,0,0,0.05743,1.18444,0,0.5617,0.2034,0,0.57734,0,0,0.4914,0.1261,0,0,0,0.09584,0.35497,0,0.0025
c__CFGB59108,,0.76923,0,0,0,0,0.13709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB12107,,0.35987,3.2423,0,0,1.74908,0,0,0.85014,0,0,0,0.26358,0.63707,0,0,0,0.48462,0,0,0,0.3302
c__CFGB72926,,0.24785,0,0,0,0,0,0.12225,0,0,0,0,0.44972,0,0.27244,0,0,0.17142,0,0,0,0
c__CFGB76465,,0.23726,0,0,0.01995,0,0,0,0,0,0,0,0.06418,0.49864,0.29124,0,0,0,0.14208,0,0,0.60614
c__CFGB1201,,0.12404,0,0,0,0,0,0,0,0,0.05587,0,0.10412,0.13663,0,0,0,0,0,0,0,0
c__CFGB1473,,0.1151,0,0,0,0,0,0,0,0,0,0,0.09762,0,0,0,0,0,0,0,0,0
c__CFGB1359,,0.10807,0,0,0,0,0.0011,0.01286,0,0,0,0,0.01165,0,0.0902,0,0,0.02325,0,0,0,0
c__CFGB9718,,0.09168,0.03383,0,0.08385,0.06575,0.0822,0.06638,0.06339,0.01853,0.00257,0,0.03468,0.02749,0.00291,0,0,0.01148,0.01458,0.03979,0.02085,0
c__CFGB2107,,0.0788,0,0,0.01169,0,0,0,0,0,0,0,0.0911,0,0,0,0,0,0,0.01029,0,0
c__CFGB10477,,0.05052,0,0,0,0.00406,0,0,0.00316,2.45008,0,0,0.80844,0.9769,2.26757,0,0,0,0.05967,0,0.14718,0.72447
c__CFGB45503,,0.04677,0,0,0,0.04292,0,0,0.00894,0.06226,0.02634,0,0.01066,0.04414,0.08208,0.04084,0,0,0.06378,0,0,0
c__CFGB2982,,0.04558,0,0,0,0,0,0,0,0.30204,0,0,0.57054,0.00908,0.70932,0,0,0,0.01447,0,0.31375,1.48412
c__CFGB2918,,0.02949,0,0,0,0.0124,0,0,0,0,0,0,0.01394,0,0.02792,0,0,0,0.02097,0,0,0.01785
c__CFGB1211,,0.02287,0,0,0,0,0,0,0,0,0,0,0.01293,0.00057,0,0,0,0,0.01452,0,0,0.02636
c__CFGB15209,,0.02011,0,0,0,0.01348,0,0,0,0.11386,0,0,0.01917,0.0529,0.18711,0,0,0.04546,0,0,0.0234,0.228
c__CFGB1126,,0.01566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016
c__CFGB1425,,0.01284,0,0,0,0.08354,0,0.04286,0,0,0,0,0.00267,0,0.0229,0,0,0,0.05377,0,0.02758,0
c__CFGB2881,,0.01258,0,0,0.02907,0,0,0,0,0,0,0,0.01397,0.02007,0.00347,0,0,0.00847,0.00975,0,0.01301,0
c__CFGB32970,,0.0102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB2889,,0.00946,0,0,0,0,0,0,0,0,0,0,0,0.00365,0,0,0,0,0,0,0,0.70519
c__CFGB1213,,0.00507,0,0,0,0,0,0,0,0.03241,0,0,0.01246,0.01312,0.01435,0,0,0,0,0,0,0.00837
c__CFGB3071,,0.00475,0,0,0,0,0,0,0,0,0,0,0.06533,0.02258,0.15361,0,0,0,0,0,0,0
c__CFGB667,,0.0041,0,0,0,0,0,0,0,0,0,0,0,0.02482,0.02682,0,0,0,0,0,0,0
c__CFGB3172,,0.00303,0,0,0,0,0,0,0,0.03975,0,0,0,0,0.05046,0,0,0.00028,0.02807,0,0,0.0149
o__Acidaminococcales,,1.2432,0.38138,0,0,0.25714,0,0,0,0,0.51128,2.60035,0,0.35123,4.06266,0,0.29038,0.35952,0.72295,0,0.15487,0.70527
o__OFGB76352,,1.06291,0,0,0.05743,1.18444,0,0.5617,0.2034,0,0.57734,0,0,0.4914,0.1261,0,0,0,0.09584,0.35497,0,0.0025
o__OFGB59108,,0.76923,0,0,0,0,0.13709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__Pseudomonadales,,0.61453,0,0,0.05444,0,0,0,0,0.34725,0,0,0.61915,0.14207,0.24608,0,0,0,0.27184,0,0,0.08352
o__OFGB12107,,0.35987,3.2423,0,0,1.74908,0,0,0.85014,0,0,0,0.26358,0.63707,0,0,0,0.48462,0,0,0,0.3302
o__OFGB72926,,0.24785,0,0,0,0,0,0.12225,0,0,0,0,0.44972,0,0.27244,0,0,0.17142,0,0,0,0
o__OFGB76465,,0.23726,0,0,0.01995,0,0,0,0,0,0,0,0.06418,0.49864,0.29124,0,0,0,0.14208,0,0,0.60614
o__Aeromonadales,,0.15875,0,0,0,0.04249,0,0,0.03914,0.10787,0.00656,0.09774,0.02616,0.13099,0.07732,0,0,0.07494,0.0282,0.00875,0.04484,0.42998
o__Selenomonadales,,0.14481,0.25518,0,0,0,0,0.40343,0.145,0.03859,0.45897,0,0.09241,0.10794,0.07242,1.1493,0,0.02101,0.14178,0,0.01588,0.0701
o__OFGB1201,,0.12404,0,0,0,0,0,0,0,0,0.05587,0,0.10412,0.13663,0,0,0,0,0,0,0,0
o__OFGB1473,,0.1151,0,0,0,0,0,0,0,0,0,0,0.09762,0,0,0,0,0,0,0,0,0
o__OFGB1359,,0.10807,0,0,0,0,0.0011,0.01286,0,0,0,0,0.01165,0,0.0902,0,0,0.02325,0,0,0,0
o__OFGB9718,,0.09168,0.03383,0,0.08385,0.06575,0.0822,0.06638,0.06339,0.01853,0.00257,0,0.03468,0.02749,0.00291,0,0,0.01148,0.01458,0.03979,0.02085,0
o__OFGB2107,,0.0788,0,0,0.01169,0,0,0,0,0,0,0,0.0911,0,0,0,0,0,0,0.01029,0,0
o__OFGB10477,,0.05052,0,0,0,0.00406,0,0,0.00316,2.45008,0,0,0.80844,0.9769,2.26757,0,0,0,0.05967,0,0.14718,0.72447
o__OFGB45503,,0.04677,0,0,0,0.04292,0,0,0.00894,0.06226,0.02634,0,0.01066,0.04414,0.08208,0.04084,0,0,0.06378,0,0,0
o__OFGB2982,,0.04558,0,0,0,0,0,0,0,0.30204,0,0,0.57054,0.00908,0.70932,0,0,0,0.01447,0,0.31375,1.48412
o__Actinomycetales,,0.03955,0.08005,0.03527,0.01497,0.03919,0.10173,0.1133,0.10001,0.05744,0.62773,0.00344,0.0011,0.01652,0.00184,0.01349,0.00656,0.01584,0.01116,0,0.21194,0.2501
o__OFGB2918,,0.02949,0,0,0,0.0124,0,0,0,0,0,0,0.01394,0,0.02792,0,0,0,0.02097,0,0,0.01785
o__Bacillales,,0.02788,0,0,0.01023,0.00467,0,0.01917,0.06083,0.02435,0,0,0.03462,0,0.85935,0,0,0,0.05633,0,0.56057,0.03835
o__OFGB1211,,0.02287,0,0,0,0,0,0,0,0,0,0,0.01293,0.00057,0,0,0,0,0.01452,0,0,0.02636
o__OFGB15209,,0.02011,0,0,0,0.01348,0,0,0,0.11386,0,0,0.01917,0.0529,0.18711,0,0,0.04546,0,0,0.0234,0.228
o__OFGB1126,,0.01566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016
o__OFGB1425,,0.01284,0,0,0,0.08354,0,0.04286,0,0,0,0,0.00267,0,0.0229,0,0,0,0.05377,0,0.02758,0
o__OFGB2881,,0.01258,0,0,0.02907,0,0,0,0,0,0,0,0.01397,0.02007,0.00347,0,0,0.00847,0.00975,0,0.01301,0
o__OFGB32970,,0.0102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB2889,,0.00946,0,0,0,0,0,0,0,0,0,0,0,0.00365,0,0,0,0,0,0,0,0.70519
o__Sphingomonadales,,0.00798,0,0,0.02064,0,0,0,0,0,0.00375,0,0.00301,0,0,0,0,0,0,0,0,0
o__OFGB1213,,0.00507,0,0,0,0,0,0,0,0.03241,0,0,0.01246,0.01312,0.01435,0,0,0,0,0,0,0.00837
o__OFGB3071,,0.00475,0,0,0,0,0,0,0,0,0,0,0.06533,0.02258,0.15361,0,0,0,0,0,0,0
o__OFGB667,,0.0041,0,0,0,0,0,0,0,0,0,0,0,0.02482,0.02682,0,0,0,0,0,0,0
o__OFGB3172,,0.00303,0,0,0,0,0,0,0,0.03975,0,0,0,0,0.05046,0,0,0.00028,0.02807,0,0,0.0149
f__Acidaminococcaceae,,1.2432,0.38138,0,0,0.25714,0,0,0,0,0.51128,2.60035,0,0.35123,4.06266,0,0.29038,0.35952,0.72295,0,0.15487,0.70527
f__FGB76352,,1.06291,0,0,0.05743,1.18444,0,0.5617,0.2034,0,0.57734,0,0,0.4914,0.1261,0,0,0,0.09584,0.35497,0,0.0025
f__FGB59108,,0.76923,0,0,0,0,0.13709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__Pseudomonadaceae,,0.61453,0,0,0.05444,0,0,0,0,0.34725,0,0,0.61915,0.14207,0.24608,0,0,0,0.27184,0,0,0.08352
f__Odoribacteraceae,,0.47762,0,0,0.023,0.51173,0,0.01029,0,0,0.20578,0.03295,0.02388,0.14207,0.76208,0,0,0.18465,0.57391,0,0.25985,0.18387
f__FGB12107,,0.35987,3.2423,0,0,1.74908,0,0,0.85014,0,0,0,0.26358,0.63707,0,0,0,0.48462,0,0,0,0.3302
f__Prevotellaceae,,0.32907,0.4603,0,0,0.35421,0.04554,0.68816,0.22705,0,3.80805,0,2.88058,0,0.03677,0,0,0,0,0,0.35133,0.02743
f__Enterococcaceae,,0.30887,0,0.0047,0,0.12114,0.00428,0,0.01164,0.27029,0.45342,1.18703,0.09733,0,0.31211,0,0,0.03454,0.13474,0,0.1835,0.32377
f__FGB72926,,0.24785,0,0,0,0,0,0.12225,0,0,0,0,0.44972,0,0.27244,0,0,0.17142,0,0,0,0
f__FGB76465,,0.23726,0,0,0.01995,0,0,0,0,0,0,0,0.06418,0.49864,0.29124,0,0,0,0.14208,0,0,0.60614
f__Aeromonadaceae,,0.15875,0,0,0,0.04249,0,0,0.03914,0.10787,0.00656,0.09774,0.02616,0.13099,0.07732,0,0,0.03227,0.0282,0.00875,0.04484,0.42998
f__Selenomonadaceae,,0.14481,0.25518,0,0,0,0,0.40343,0.145,0.03859,0.45897,0,0.09241,0.10794,0.07242,1.1493,0,0.02101,0.14178,0,0.01588,0.0701
f__FGB1201,,0.12404,0,0,0,0,0,0,0,0,0.05587,0,0.10412,0.13663,0,0,0,0,0,0,0,0
f__FGB1473,,0.1151,0,0,0,0,0,0,0,0,0,0,0.09762,0,0,0,0,0,0,0,0,0
f__FGB1359,,0.10807,0,0,0,0,0.0011,0.01286,0,0,0,0,0.01165,0,0.0902,0,0,0.02325,0,0,0,0
f__FGB9718,,0.09168,0.03383,0,0.08385,0.06575,0.0822,0.06638,0.06339,0.01853,0.00257,0,0.03468,0.02749,0.00291,0,0,0.01148,0.01458,0.03979,0.02085,0
f__FGB2107,,0.0788,0,0,0.01169,0,0,0,0,0,0,0,0.0911,0,0,0,0,0,0,0.01029,0,0
f__FGB10477,,0.05052,0,0,0,0.00406,0,0,0.00316,2.45008,0,0,0.80844,0.9769,2.26757,0,0,0,0.05967,0,0.14718,0.72447
f__FGB45503,,0.04677,0,0,0,0.04292,0,0,0.00894,0.06226,0.02634,0,0.01066,0.04414,0.08208,0.04084,0,0,0.06378,0,0,0
f__FGB2982,,0.04558,0,0,0,0,0,0,0,0.30204,0,0,0.57054,0.00908,0.70932,0,0,0,0.01447,0,0.31375,1.48412
f__Actinomycetaceae,,0.03955,0.08005,0.03527,0.01497,0.03919,0.10173,0.1133,0.10001,0.05744,0.62773,0.00344,0.0011,0.01652,0.00184,0.01349,0.00656,0.01584,0.01116,0,0.21194,0.2501
f__FGB2918,,0.02949,0,0,0,0.0124,0,0,0,0,0,0,0.01394,0,0.02792,0,0,0,0.02097,0,0,0.01785
f__Staphylococcaceae,,0.02788,0,0,0.01023,0.00467,0,0.01917,0.06083,0.02435,0,0,0.03462,0,0.73274,0,0,0,0.05633,0,0.56057,0.03835
f__FGB1211,,0.02287,0,0,0,0,0,0,0,0,0,0,0.01293,0.00057,0,0,0,0,0.01452,0,0,0.02636
f__FGB15209,,0.02011,0,0,0,0.01348,0,0,0,0.11386,0,0,0.01917,0.0529,0.18711,0,0,0.04546,0,0,0.0234,0.228
f__FGB1126,,0.01566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016
f__FGB1425,,0.01284,0,0,0,0.08354,0,0.04286,0,0,0,0,0.00267,0,0.0229,0,0,0,0.05377,0,0.02758,0
f__FGB2881,,0.01258,0,0,0.02907,0,0,0,0,0,0,0,0.01397,0.02007,0.00347,0,0,0.00847,0.00975,0,0.01301,0
f__FGB32970,,0.0102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB2889,,0.00946,0,0,0,0,0,0,0,0,0,0,0,0.00365,0,0,0,0,0,0,0,0.70519
f__Sphingomonadaceae,,0.00798,0,0,0.02064,0,0,0,0,0,0.00375,0,0.00301,0,0,0,0,0,0,0,0,0
f__FGB1213,,0.00507,0,0,0,0,0,0,0,0.03241,0,0,0.01246,0.01312,0.01435,0,0,0,0,0,0,0.00837
f__FGB3071,,0.00475,0,0,0,0,0,0,0,0,0,0,0.06533,0.02258,0.15361,0,0,0,0,0,0,0
f__FGB667,,0.0041,0,0,0,0,0,0,0,0,0,0,0,0.02482,0.02682,0,0,0,0,0,0,0
f__FGB3172,,0.00303,0,0,0,0,0,0,0,0.03975,0,0,0,0,0.05046,0,0,0.00028,0.02807,0,0,0.0149
f__Oxalobacteraceae,,0.00114,0,0,0,0,0,0,0,0,0,0,0,0,0.05309,0,0,0.01454,0,0,0,0
g__GGB9635,,4.03049,0.05057,0,0.09568,1.83395,0,0.02222,0.12527,0.84518,3.43822,0,0.80426,0.03276,3.8231,0,0.07047,0,1.62078,0,0,2.57383
g__Phascolarctobacterium,,1.2432,0,0,0,0.25714,0,0,0,0,0.51128,2.60035,0,0.35123,4.02638,0,0,0.35952,0.72295,0,0.15487,0
g__GGB4571,,1.06291,0,0,0.05743,1.17996,0,0.5617,0.2034,0,0.57734,0,0,0.4914,0.1261,0,0,0,0.09584,0.3257,0,0.0025
g__GGB9636,,0.95957,0,0,0,0,0,0,0,3.27413,0,0,1.24891,0.46335,0.13184,0,0,0,0.26388,0,1.00561,0.05982
g__GGB1567,,0.76923,0,0,0,0,0.13709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB3278,,0.67959,0,0,0,0,0,2.49674,0,0,1.0294,1.21031,1.30612,0,0,1.68775,0,0,0,0,0,0
g__GGB9747,,0.61453,0,0,0.05444,0,0,0,0,0.34725,0,0,0.61915,0.14207,0.24608,0,0,0,0.27184,0,0,0.08352
g__GGB9677,,0.46305,0,0,0,0,0,0,0,0.41109,0.01152,0,2.49451,0.97041,0.5149,0,0,0,0.06153,0.59475,0.07367,0.19384
g__GGB9642,,0.44682,0,0,0,0.28005,0,0,0,1.07779,0,0,0.23605,0.46849,0,0,0,0,0.5357,0,0,0
g__Butyricimonas,,0.41134,0,0,0.00761,0.50732,0,0,0,0,0.10575,0.02242,0.02388,0.07486,0.58838,0,0,0.17813,0.49644,0,0.13133,0.09315
g__Faecalibacillus,,0.40941,0.04134,0.73682,0.73049,0.87772,0.08853,0.628,0.57745,0.0408,0.14387,0,0.08794,0.11315,0.22744,0.35922,0.3783,0.71905,0.08942,0.19504,0.07675,0.06437
g__GGB3340,,0.39586,0.13704,0,0,0,0,0,0,0,0,1.89882,0,0,0,0,0,0,0,0,0,0
g__Butyricicoccus,,0.37572,0.12506,0,0.54839,0.03888,0,0.18026,0.06405,0.06585,0,0.30953,0.12335,0,0.17963,0,0.09845,0.05976,0,0,0.12366,0
g__GGB34797,,0.35987,3.2423,0,0,1.74908,0,0,0.85014,0,0,0,0.26358,0.63707,0,0,0,0.48462,0,0,0,0.3302
g__Ellagibacter,,0.32773,0,0,0,0.97786,0.12615,1.5595,0.48073,1.02382,0,0,0.14991,0.17306,0,0,0,0.2081,0.14691,0,0.14607,0
g__GGB9691,,0.30887,0,0,0,0,0,0,0,0.13719,0,0,0.02043,0,0,0,0,0,0.13474,0,0.17944,0
g__Prevotella,,0.29741,0.45069,0,0,0.35421,0,0.68816,0.2258,0,3.57746,0,2.06975,0,0.03677,0,0,0,0,0,0.06175,0.02743
g__GGB9568,,0.29241,0,0,0.06926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06048
g__GGB9602,,0.26385,0.08854,0,0,0,0,0,0,0.04139,0.24177,0,0.02754,0.00776,1.14941,0,0,0.02838,0.0356,0,0.08972,0.41642
g__Senegalimassilia,,0.25659,0.16983,0,0,0.17451,0.284,1.11662,0.10182,0,0,0.76921,0,0.21634,0,0,0,0,0,0,0,0.25593
g__Slackia,,0.25082,0,0,0,0.10234,0.02635,1.23005,0.85152,0,0.15569,0,0.07334,0.03223,0,0,0,0.17413,0,0,0,0
g__GGB3614,,0.24785,0,0,0,0,0,0.12225,0,0,0,0,0.44972,0,0.27244,0,0,0.17142,0,0,0,0
g__GGB80140,,0.23726,0,0,0.01995,0,0,0,0,0,0,0,0.06418,0.49864,0.29124,0,0,0,0.14208,0,0,0.60614
g__Ligilactobacillus,,0.23188,0,0,0,0,0,0,0.88245,0.00101,0,0,0.00155,0,0,0,0,0,0,0,0,0
g__GGB9634,,0.20334,0,0,0.00672,0.05971,0,0.12857,0,0.01096,0,0,0.03658,0.11586,0.05972,0,0,0,0.15134,1.85927,1.97675,0
g__Candidatus_Alangreenwoodia,,0.18111,0.07524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00905,0
g__GGB9758,,0.17042,0.1562,0,0.41358,0.30567,0,0.81753,0.00198,1.78692,0.00941,0,1.13384,1.24642,0.09605,0,0,0.34465,1.7703,0,0.90343,0.6138
g__GGB3619,,0.15811,0,0,0,0,0,0,0,0,0,0,0.79919,0.00344,0.27335,0,0,0,0,0,0,0.00321
g__GGB9559,,0.1459,0,0,0,0,0.05446,0,0,0.08519,0,0,0.08159,0.08772,0,0,0.04352,0,0.02935,0,0.03488,0.02362
g__GGB9640,,0.14556,0.10872,0,0,0,0,0.12363,0,0,0,0,0.0101,0,0.00508,0,0,0.03055,0.04932,0,0,0
g__GGB79734,,0.14481,0.25518,0,0,0,0,0.40343,0.145,0.03859,0.45897,0,0.09241,0.10794,0.07022,1.1493,0,0.02101,0.14178,0,0.01588,0.0701
g__GGB3588,,0.138,0,0,0.22431,0,0.22213,0,0.48745,0,0.07397,0,0.00099,0,0.0218,0.03429,0,0.08025,0.14489,0,0,0
g__GGB9787,,0.12847,0,0,0,0.01988,0,0,0.01808,0.04942,0,0,0.00299,0.06554,0.02369,0,0,0,0.01282,0,0.02924,0.09054
g__GGB2958,,0.12404,0,0,0,0,0,0,0,0,0.05587,0,0.10412,0.13663,0,0,0,0,0,0,0,0
g__GGB33469,,0.11747,0.03367,0,0.00106,0.03761,0,0.01968,0,0.91073,0.1374,0,0.24626,0.29321,1.44499,0,0,0.16723,0.15594,0,0.08339,2.00024
g__GGB3730,,0.1151,0,0,0,0,0,0,0,0,0,0,0.09762,0,0,0,0,0,0,0,0,0
g__GGB3321,,0.10807,0,0,0,0,0.0011,0.01286,0,0,0,0,0,0,0.08477,0,0,0.02325,0,0,0,0
g__GGB3637,,0.10344,0,0,0.03096,0,0,0.47984,0,0,0.23364,0,0.13596,0,0,0,0,0,0,0,0,0
g__GGB35068,,0.09244,0.02156,0,0,0,0,0,0,0,0.02017,0,0.01166,0,0.03154,0,0,0,0,0,0,0
g__GGB51441,,0.09168,0.03383,0,0.08385,0.06575,0.0822,0.06638,0.06339,0.01853,0.00257,0,0.03468,0.02749,0.00291,0,0,0.01148,0.01458,0,0.02085,0
g__GGB2652,,0.08756,0,0,0,0.0164,0,0,0.0304,0,0,0,0,0,0,0,0,0,0.09784,0,0,0
g__GGB6002,,0.0788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9707,,0.07415,0,0,0.02052,0.00607,0,0.08922,0.00092,0,0.01663,0,0.0277,0.05037,0.01468,0,0,0.05295,0.02245,0,0.02935,0
g__Odoribacter,,0.06628,0,0,0.0154,0.00441,0,0.01029,0,0,0.10004,0.01053,0,0.06721,0.1737,0,0,0.00652,0.07747,0,0.12852,0.09072
g__GGB9618,,0.06056,0,0,0,0,0,0,0,0.0331,0,0,0.05333,0.02025,0,0,0,0,0.02128,0,0,0
g__GGB9345,,0.05052,0,0,0,0.00406,0,0,0.00316,2.45008,0,0,0.80844,0.9769,2.26757,0,0,0,0.05967,0,0.14718,0.72447
