Abundance,SAMN03351695,SAMN03351542,SAMN03351487,SAMN03351503,SAMN03351584,SAMN03351571,SAMN03351475,SAMN03351603,SAMN03351602,SAMN03351489,SAMN03351666,SAMN03351563,SAMN03351468,SAMN03351659,SAMN03351447,SAMN03351485,SAMN03351448,SAMN03351537,SAMN03351599,SAMN03351478,SAMN03351453,SAMN03351689,SAMN03351647,SAMN03351461,SAMN03351495,SAMN03351476,SAMN03351708,SAMN03351718,SAMN03351482,SAMN03351454,SAMN03351444,SAMN03351521,SAMN03351466,SAMN03351477,SAMN03351627,SAMN03351544,SAMN03351713,SAMN03351706,SAMN03351467,SAMN03351677,SAMN03351449,SAMN03351510,SAMN03351608,SAMN03351452,SAMN03351723,SAMN03351490,SAMN03351492,SAMN03351450,SAMN03351493,SAMN03351441,SAMN03351555,SAMN03351628,SAMN03351672,SAMN03351633,SAMN03351497,SAMN03351566,SAMN03351532,SAMN03351703,SAMN03351486,SAMN03351578,SAMN03351648,SAMN03351572,SAMN03351617,SAMN03351455,SAMN03351543,SAMN03351442,SAMN03351481,SAMN03351660,SAMN03351549,SAMN03351460,SAMN03351595,SAMN03351479,SAMN03351446,SAMN03351577,SAMN03351488,SAMN03351445,SAMN03351484,SAMN03351654,SAMN03351469,SAMN03351513,SAMN03351483,SAMN03351506,SAMN03351491,SAMN03351451,SAMN03351496,SAMN03351443,SAMN03351494,SAMN03351480,SAMN03351683
s__Clostridiales_bacterium,,0.00821,0.05593,0,0.05887,0.1082,0.02481,0,0.26279,0.05843,0.33528,0.10774,0.17312,0.0,0.04475,0,0.41645,0.0,0.45082,0.01299,0.03234,0.07111,0.36856,0.14881,0.20942,0.07751,0.09308,0.05151,1.89052,0.80159,0.35544,0.13068,0.0941,0.40879,0.02152,0.06875,0.11651,0.17182,0.07704,0.14604,1.10723,0.41113,0.0395,0.03906,0.05165,0.15336,0.05888,0.16166,0.60935,0,0.12314,0.267,0.20813,0.88503,0,0.18384,0.05548,0.01302,0,0.15287,0.57236,0.18978,0,0.0163,0.36075,0,0.04192,0.10308,0.06515,0.01645,0.19036,0.167,0.32889,0.04824,0.00257,0.15154,0.02888,0.30275,0,0.09144,0.09408,0.62493,0.11909,0,0.00689,0,0.0525,0.40383,0.03414
s__Clostridiaceae_bacterium_Marseille_Q4143,,0.00769,0.00712,0,0,0,0,0,0.06271,0.00683,0,0.00566,0,0.0,0.0147,0.05395,0.07843,0.0,0,0.02937,0,0,0.03713,0.01532,0.02113,0.07042,0,0,0,0,0,0,0.01859,0,0.0071,0.00294,0,0.01613,0,0,0,0.0671,0.00215,0.00944,0.00676,0,0,0,0,0.01277,0.00741,0,0,0,0,0,0,0,0.00732,0.01254,0.07657,0,0,0.00029,0,0.00137,0.00692,0.01034,0.02055,0.01354,0.05882,0,0,0.00786,0.05295,0.08346,0.0024,0,0,0,0,0,0,0,0,0,0.04694,0,0
s__Porphyromonas_uenonis,,0.00557,0,0,0.0257,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB3000_SGB3991,,0.00508,0,0,0,0,0.04523,0,0,0,0,0,0,0.0,0.00839,0,0,0.0,0,0,0,0,0,0,0,0,0.00937,0,0.01092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00532,0,0,0,0,0.01095,0,0,0,0,0,0,0,0,0,0,0,0,0.04476,0,0,0,0.01892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Holdemania_massiliensis,,0.00508,0,0,0.00345,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.01002,0,0,0.0027,0,0,0,0,0.00207,0,0,0,0.00909,0,0,0,0,0,0,0,0,0,0.02972,0,0,0,0.02351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01593,0,0,0,0,0.00397,0
s__Clostridium_sp_Marseille_P3244,,0.00337,0,0,0.00766,0,0.00595,0,0,0.00597,0,0,0,0.0,0.01773,0,0,0.0,0,0,0,0,0,0,0,0,0.01683,0,0,0,0,0,0.01062,0,0.00483,0,0,0.00366,0.00289,0,0.00319,0,0,0.0054,0.00923,0,0,0,0,0.0103,0,0.00187,0,0,0,0,0,0,0.01013,0.04963,0.00618,0,0.0066,0.00027,0,0,0.00277,0,0.00185,0,0,0,0,0,0,0,0,0.00028,0,0,0,0,0,0,0,0.00167,0.00426,0.00497,0.00041
s__Eubacterium_ramulus,,0.00304,0.0234,0,0,0,0.00092,0,0.05497,0.02824,0,0,0,0.0,0.10136,0,0,0.0,0.00687,0.24566,0,0,0.0006,0,0,0,0,0,0,0,0.01476,0.10036,0.02659,0,0,0.04373,0,0.00328,0,0.0387,0.76183,0.03977,0,0,0,0.00517,0,0.01889,0.02569,0.0239,0.00906,0.0805,0.01292,0,0,0,0,0.01736,0.01309,0,0.11385,0,0,0,0.0297,0.01446,0.01926,0,0.06,0,0.07586,0,0,0.00856,0.00539,0.00962,0.02489,0,0,0.0049,0,0,0.01196,0,0,0.11169,0.02195,0.02932,0
s__Anaerotruncus_rubiinfantis,,0.00214,0,0,0.00392,0,0,0,0,0.00796,0,0.00057,0,0.0,0.02618,0,0.00467,0.0,0,0.00973,0,0.00052,0,0,0,0,0,0,0,0,0,0,0.0098,0,0.01726,0.0002,0.00057,0.00544,0.00314,0.01125,0,0,0,0.0012,0.01723,0,0,0,0,0.00676,0,0.00377,0,0,0,0.00119,0,0,0.00556,0,0,0,0,0,0,0.02022,0.00104,0,0,0,0.00084,0,0.00951,0,0.00338,0.0012,0,0,0,0,0,0,0.00277,0,0,0.00663,0,0.01072,0
s__Candidatus_Neoanaerotignum_galli,,0.00176,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Anaerobutyricum_hallii,,0.00128,0,0.01701,0.21679,0,0.01877,0.01842,0,0.06118,0.09033,0,0,0.0,0.00093,0.00829,0.04599,0.0,0.18058,0.01002,0,0,0,0.08761,0.0053,0.00057,0.02133,0,0,0,0.00026,0.01381,0.05805,0,0,0.01823,0.01075,0,0,0.04147,0,0.00623,0.04401,0,0,0,0,0,0.03037,0.27349,0.00554,0.00903,0.00068,0,0,0.16521,0,0,0.05791,0,0.01382,0,0.02497,0,0,0.05995,0.03597,0,0,0,0.07484,0,0.00252,0,0.01517,0.00859,0.0108,0,0.12897,0.00147,0,0,0.00024,0,0,0.20968,0.01713,0.14151,0.02382
s__Streptococcus_salivarius,,0.00105,0,0,0,0,0,0,0,0.00934,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05468,0,0.00102,0.00484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01148,0,0,0.00519,0,0,0,0.00239,0,0,0.04051,0.0143,0,0.03245,0.00232,0,0,0,0,0,0,0,0,0.01821,0.00457,0,0
s__Clostridiales_Family_XIII_bacterium_BX16,,0.00104,0.01476,0,0,0,0.01248,0,0.0201,0.02387,0.02732,0,0,0.0,0.01526,0,0,0.0,0,0.01501,0,0.02617,0,0.02426,0,0,0,0,0.00618,0.04137,0,0,0,0,0.02535,0,0.04198,0.03666,0,0,0.0176,0.01324,0.13612,0.00047,0.04017,0,0,0,0,0.03804,0,0.0191,0.00718,0,0,0,0,0,0.02061,0.01609,0.10164,0,0.0393,0,0,0.04648,0.00508,0,0,0,0.01638,0,0,0,0,0,0.00111,0,0.08406,0,0,0,0,0,0,0.24081,0.00265,0.05579,0.00184
s__GGB3005_SGB3996,,0.00054,0,0,1.00695,0.00816,0.25472,0,0.01832,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.14553,0,0,0.02678,0,0.07804,0,0,0,0,0.02177,0,0,0,0.0547,0.30898,0,0,0.0549,0.00281,0,0.01384,0,0,0.01261,0,0,0,0,0,0,0,0.00319,0,0,0,0,0.04325,0,0,0,0,0,0,0,0,0,0.01269,0,0,0.03931,0,0.01453,0,0.05888,0.14359,0,0.01792,0,0,0,0,0,0,0,0
s__Clostridium_symbiosum,,0.00052,0,0,0.03121,0,0,0,0,0,0.00096,0,0,0.0,0,0,0,0.0,0.01564,0,0,0,0.00823,0,0,0,0,0,0,0,0.0084,0,0,0,0,0,0,0,0.00724,0,0,0,0,0,0.01316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00766,0,0,0,0,0,0,0,0,0,0,0,0.00685,0,0,0,0,0,0,0,0,0.00697,0,0,0,0,0,0.00224,0
t__SGB15234,,2.93691,0.21968,0.31361,0,0,5.07505,0,0,0.0614,0,0,0,0.0,0.61792,0.02646,0,0.0,0,0.11529,0,0.17909,0,0,0,0,0,0,0,0,0,0,0,0,0.2951,0,0,0,0,0.05877,0,0,0.04015,0,1.15413,0,0,0,0,0,0,0,0,0,0,0,0.00337,0,0.11947,0.19636,0,0,0,0.01521,0,0.21568,0.59055,0.00806,0.24207,0.01516,0,0.0084,0,0,0.00635,0,0.28104,0,0,0,0,0,0.01999,0,0,1.04415,0.02964,0,0
t__SGB2311,,2.55701,0,0,0,0,0,0,0.06985,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05241,0,0,0,0,0,0,0,0.27195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22042,0,0,0,0,0.08319,0,0,0,0,0,0.20403,0,0.1878
t__SGB5792,,2.0953,1.95026,0,1.12496,0.16601,0,0,0,1.24429,0.46641,0,0.2041,0.0,0.81747,0,0,0.0,0,0,5.06808,0.97528,1.04021,0.7704,0,1.47949,1.74586,0,4.19569,0,0,0,0,0.16057,0.1915,0,0.33132,0,1.4081,0,3.22997,1.18367,0.73501,0.81648,0.69204,0,0,0,0,1.25246,0,3.14964,1.20443,0,3.60792,0.33539,0,0,1.6479,1.07274,6.06218,0.41166,0,0,0,0,1.05576,0,0.03888,0,0,1.43649,0.67034,1.45435,0.37833,0,0,2.04813,0.70666,1.1134,0.02649,0,2.22114,2.31728,1.12047,0,0,2.23711,0
t__SGB5082,,1.75857,0.09397,0.09569,0.9206,0.03952,1.28186,2.96107,0.08748,0.14806,1.45429,0.23554,0,0.0,0.1731,0.16542,0.34731,0.0,0.73788,0.00987,0,0.34738,0,0,0.02654,0,0.00643,0,0.09619,0.01077,0,0.00766,0.40613,0.05385,0.23959,0.36727,0.69841,1.56568,0,0.05533,0.12664,0.17163,0.15195,0.11592,0.04146,0.0072,0.0978,0,0.05483,0.12139,0.05161,1.90402,0.04336,0,0,0,0.03112,0.29403,0.25798,0.20342,2.17514,0,0,0.08477,0,0,0.1063,0.30009,0.79411,0.30069,2.85691,0.01342,0,0.01254,0.01102,5.43326,0.02567,2.7718,0,0.83838,0.05557,0,0,0,0,0.01605,0.90884,0,0.15867
t__SGB9262,,1.62747,0.20765,0,0.1929,0.00782,0,0,0.00687,0.83617,0.00556,0,0.04942,0.0,0.14067,0.24684,1.508,0.0,0,0.54711,0.32118,0.33643,0.27744,0.32165,0,0.08169,0.30384,0.27386,0,0,0.23764,0,0.29894,0.43948,0.11141,0.00612,1.83246,0.26115,0,0.04009,0,0.02851,0.0321,0.30732,0.0756,1.55074,0,1.29402,0.09081,0.0334,0,2.26483,0.14113,0,0.44433,0.24796,0.00722,0.01966,0.04935,0.21506,0.05379,0,0.02783,0,0,0,0.27739,0.18158,0.18247,0,1.17626,0,0,0,0.40755,0.00637,0.71497,2.03043,0,0.69785,0,0,0,1.32941,0.06718,0.01671,0.04876,0,0.00733
t__SGB15091,,1.18569,0,0.02654,0,0,0.14815,0,0,0.09706,0,0,0,0.0,0,0,0,0.0,1.14875,0,0,0,0,0,0,0,0,0.11467,0,0,0,0,0.7989,0,1.49398,0,0.46854,0,0,0,0,0,0,0.01878,3.90942,0.16058,0,0.06676,0,0,0,0.59405,0,0,0,0,0,0,0,0,0,0.00089,0.04474,0,0,0.30821,0,0,0,0,0,0,0,0.11967,0.0735,0,0.1998,0,0,0.17771,0,0,0.05472,0,0,0,0.33157,0,0
t__SGB15318,,0.81206,0.2312,0.2221,0.19071,0.04942,0.52056,0,0.13382,0.66063,1.12702,0,0,0.0,0.26977,0.01331,0,0.0,1.22881,0.12974,0,0.26709,1.22366,0,0,0.34827,0.26727,0.02008,0.146,0,0,1.39016,0.38408,0,1.07775,0.64836,0.08952,1.55515,0,0.20541,0.426,0,0.26267,1.21831,0.27074,0.02815,0,0.00307,0,0.15001,0.06211,0.10989,0,0,0,1.06523,0.00093,0.13782,0.27751,1.06492,0,0.05362,0.02783,0.10998,0,0.0097,0.15943,0.07751,0,0.04156,2.5601,0.0255,4.04894,0.10063,0,3.6361,0.21462,0.06983,0,0.09089,0.02086,0,0.35843,0,0,0.06027,0.33236,2.20849,0.32134
t__SGB4992,,0.6856,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4285,,0.57245,0,0.736,3.63799,0,7.55611,0,0,1.18217,0,0.65748,0,0.0,0.86517,1.32211,0,0.0,0.03698,0.75752,0,0,0.28962,0,0,0,1.91762,0.77531,0.56514,1.0222,2.7923,0,0.95563,0,0.85052,0,0,0,0,0.72352,0.55251,0,3.85058,1.40113,3.17596,0.13695,0.74025,0,0,0.37802,0,0,0,0,0,0,0,0,0,0,0,0.68121,5.03463,0,0,0.9229,1.54578,0.14813,0,0.01261,0,0.1759,0.78666,0.48911,0,0.38328,0.6266,0.37546,1.08455,0,2.88071,0,0.87204,0,0,1.62749,0.90749,0.84977,3.58526
t__SGB6473,,0.5318,0,0,0,0,3.94336,0,0,0,0,0,0,0.0,0,0.38734,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15926,0,0,0,0,0,0,0,0,0,0.02993,0,0.10561,0,0.14998,0,0,0,0,0,0,0,0,0.1868,0,0,0,0,0,0,0,0,0,0.01916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75441,0,2.39837
t__SGB4687,,0.43054,0,0,0.00672,0,0.02066,0,0,0.00254,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16348,0.01055,0,0,0,0.00145,0,0.03143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00542,0.02056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4582,,0.3794,0.02438,0,0.07907,0,0,0.00372,0.11711,0.10291,0.00511,0.01699,0,0.0,0.0344,0.02941,0.07449,0.0,0,0,0,0.01018,0.04875,0.09656,0.00084,0.42811,0.00621,0,0,0,0.03192,0,0,0.0574,0,0,0,0.10464,0,0.00499,0,0.0239,0.08517,0.05119,0,0,0,0,0.0199,0,0.02748,0,0,0.02319,0,0,0,0,0.0463,0.05261,0.17002,0.00308,0,0,0.08728,0.00238,0.00523,0.0211,0.07544,0,0.07204,0.00442,0,0.01663,0,0.0298,0.05323,0.02975,0,0,0,0.09382,0.03226,0,0,0,0.07584,0,0
t__SGB15342,,0.36299,0.07874,1.22152,1.67298,0.01409,0.18006,0.71021,0.07944,0.50781,0.94844,0.15908,0,0.0,0.1023,0.06941,2.73034,0.0,1.2191,0.00267,0,0,0,1.45899,0.12124,0.29339,0.95783,0.12725,0.11082,0.10403,1.0119,0.36511,0.00608,0.25217,3.17635,0.92897,0.10825,1.51642,0.10564,0,0.01656,0.22232,0.1999,0.93036,1.89344,0,0.07541,0.02028,0,0.0322,0.13224,0.07727,0.02067,0,0,0.94287,0,0.09971,0.11786,0.00187,0.86993,0,2.14044,0.04793,0.55462,0.07381,0.02182,0.04576,1.49204,0.12365,2.24063,0.1384,1.03987,0.71856,0.49792,2.02506,1.3431,0.53439,0,0.06757,0.11032,0,0,0,0,0.01935,1.11694,1.37016,0.61653
t__SGB2328,,0.33389,0,0.05182,1.14196,0,0,0,0,0.62481,0,0,0,0.0,0,0,0,0.0,0,1.24103,0.18657,0.07091,0,0,0,0,0.30257,0,0.23929,0,0,0,0.20251,0,0,0,0,0,0,0.32242,0.20904,0.11745,0,0,0,0.17828,0,0.17605,0,0,0.02803,0,0,0,0,0,0.01203,0,0,0.28905,0.10484,0.11285,0,0.07867,0,0,0,0,0,0.02819,0,0,0,0.03076,0,0.24005,0,0.45591,0,0,0.1303,0,0.29835,0,0.32053,0.91248,0.25088,0,0
t__SGB4421,,0.32034,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.14542,0.0,0.17966,0,0,0,0,0,0,0,0,0.02084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07596,0,0,0,0,0,0,0,0,0.04937,0,0,0,0.01987,0,0,0,0,0,0,0,0,0,0,0.09726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4269,,0.31816,0.07072,0,0.00503,0.05879,0,0.02018,0.03006,0.09038,0.2898,0.02445,0.00501,0.0,0.03443,0.75459,0.31945,0.0,0.09232,0.04393,0.0263,0.16443,0.0186,0.08414,0.12546,0.25985,0.02924,0.04504,0,0.12999,0.31572,0.06171,0.19783,0.04497,0.20368,0.04699,0.14262,0.00197,0.38248,0.0302,0.22141,0.06566,0.31527,0.01922,0,0.00972,0.0004,0.00919,0.1899,0.39399,0.11551,0.1323,0.06805,0,0,0.09286,0.01186,0.02154,0.28198,0.05749,0.70338,0.01171,0.44715,0.0067,0.0358,0.03712,0.01477,0.02256,0.04148,0.13163,0.04417,0.02231,0.83685,0.13827,0.15241,0.10346,0.06817,0.02593,0.10353,0.07575,0,0,0.02919,0,0.12126,0.32397,0.22975,0.03117,0.05663
t__SGB4810,,0.26563,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01627,0,0,0,0,0,0,0,0,0,0,0,0,0.05913
t__SGB4874,,0.24887,0.04689,0.01939,1.44152,0.00335,0.04942,0.03356,0.03978,0.31678,0.21757,0.05595,0,0.0,0.00893,0.0265,0.01597,0.0,0.49687,0.00209,0.00691,0.02839,0.08635,0.21858,0.04926,0.16196,0.01101,0.00443,0.00523,0,0.58485,0.34526,0.03778,0.0017,0.04584,0.02245,0,0.03932,0,0.05362,0.71312,0.15494,0.0346,0.02129,0.03684,0,0.05569,0.00981,0.18702,0.21648,0.01981,0.00332,0.02472,0,0,0.78068,0.02684,0.02339,0.02692,0.41433,0.1937,0,0.0615,0.00311,0.0952,0.09434,0.00486,0.04947,0.13786,0,0.32381,0.01098,0.30747,0.04703,0.25703,0.18571,0.03338,0.00069,0.0641,0.00374,0.02932,0,0,0,0,0.32454,1.39088,0.51248,0.13255
t__SGB15120,,0.19422,0.02326,0,0.07516,0,0.1026,0,0.02912,0,0.01136,0.02659,0.01582,0.0,0.05941,0,0.03516,0.0,0.01547,0,0.03525,0.0202,0.02311,0.01597,0.01249,0.01117,0.02004,0,0,0.01883,0.16091,0,0,0.04117,0.13022,0,0,0.02868,0.12787,0,0.36779,0.01106,0.03099,0,0.21406,0,0,0,0,0.11279,0.0379,0.00892,0.25408,0,0,0,0,0,0.01932,0.04031,0.41517,0,0,0.01906,0.02464,0.00542,0.00645,0.01841,0.04568,0.032,0.02209,0.07269,0,0.00346,0,0.07647,0.02817,0.12325,0.09928,0,0.01231,0,0.00444,0,0,0,0.00503,0,0
t__SGB4936,,0.18367,0,0.02671,0.01575,0,0.26792,0,0,0.01774,0.33075,0.02138,0,0.0,0.05472,0.1243,0.77896,0.0,0.04923,0.02332,0,0.02229,0,0,0.17581,0.05494,0.01681,0.038,0,0,0.06999,0,0,0.24701,0.02819,0.2182,0,0.41169,0,0,0.0182,0.07224,0.11735,0,0,0.01332,0,0.06217,0.07745,0.65146,0.19478,0.00281,0.01467,0,0,0.08912,0,0,0.22773,0.08049,1.24797,0,0.11555,0.00477,0.16736,1.49197,0.01552,0.01796,0.00703,0.1422,0.02502,0.07704,0,0.14998,0.05347,0.00112,0.10886,0.09779,0.03211,0.04233,0.00176,0,0,0,0,0,0.05529,0,0.18991
t__SGB4993,,0.17534,0.06532,0.06212,0,0.01186,0.2576,0.39279,0.08862,1.39596,0.42916,0.03139,0,0.0,0,0.31473,0.43467,0.0,0.08918,0.01928,0,0.17639,0.00495,0.06112,0.95821,0.04845,0.02572,0.00993,0.084,0,0.38847,0.05895,0.25624,1.04765,0.10115,0.47303,2.30799,1.94895,1.13902,0.03977,0.25808,0.02669,0.05022,0.21719,0,2.39988,0,0.20717,0.18962,0.10502,0.24894,0.97739,0,0,0,0.36005,0,0.26144,0,0.08263,4.74569,0,0.11684,0.00757,0,0.05653,0.01758,0.05532,0.04179,0.00055,0.87402,0.13163,0.60266,0.49133,0.00939,0.73291,1.04873,0.09749,0.00423,0.75956,0.06195,0,0.11535,0,0,0.01758,0.02842,0.26533,0.11523
t__SGB15154,,0.1477,0.00801,0,0.00237,0.19717,0.03361,0,0.07522,0.22294,0.07048,0.02872,0.00103,0.0,0.08911,0.03715,0.00044,0.0,0.51471,0,0.3201,0.06588,0.02931,0.00554,0,0.02178,0.00824,0,0.01066,0.26738,0.0393,0,0.01556,0.00351,0.0222,0.10248,0.04964,0.01115,0,0.1009,0.08361,0.11735,0.02564,0.06339,0.08276,0.01037,0.0366,0.00182,0.61199,0.022,0.04816,0.26232,0.31329,0.01798,0,0.20556,0.00617,0,0.00043,0.18817,0.48661,0.00502,0.00889,0.00325,0.04107,0,0.00344,0.06352,0.0119,0,0.24266,0.00303,0.15086,0.00456,0,0.00808,0,0.01528,0.01902,0.02102,0,0.04328,0.03685,0,0.00961,0.0429,0.02388,0.12105,0.01583
t__SGB15286,,0.14571,0.47971,0.35017,1.36074,0.015,2.25062,0,0.07925,0.15248,0.46127,0.45686,0,0.0,0.41675,0.1356,0,0.0,0.64114,0.29656,0,1.23689,0,0.57072,0,0,1.15293,0.1941,0.25827,0,0.041,0.14273,0.13544,0,1.45243,0.18782,0.33294,0.85938,0,0.08005,0.55991,0.07314,1.75925,0.2393,1.05949,0.05814,0.08713,0.01543,0.08358,0.70784,0.17503,0.56595,0.00725,0,0,0.09073,0.01996,0.04206,0.52523,2.13473,0.31761,0.14137,3.50685,0.0271,0,0.2458,0.31336,1.29751,1.28083,0.09607,0.22314,0.06541,0.38305,0.428,1.01021,0.35322,0.70632,1.30728,0.47154,0.16363,0.30052,0,0.43264,0,0,0.30834,0.52814,1.38267,0.39428
t__SGB4871,,0.13935,0.08694,0.15042,0.31814,0,0.00063,0,0,0,0,0.45082,0,0.0,0.02601,0.03378,0.07482,0.0,0.35974,0.02721,0.00561,0.00796,0,0,0.03802,0,0.07115,0,0,0,0,0.02465,0,0,0.04409,0.0084,0,0.02791,0,0.07568,0,0.34342,0.03011,0,0.1798,0.00175,0,0,0,0.06875,0.01542,0.0286,0,0,0,0.59582,0.0183,0.02156,0,0,0.44177,0,0,0,0,0,0.00937,0,0.57376,0,0.61582,0.00731,0.12345,0.78974,0.04019,0.305,0.08491,0.06315,0,0.02882,0.24187,0,0,0,0.00573,0.01136,0,0.3949,0.30117
t__SGB4575,,0.13135,0.02537,0.03093,0.09077,0.01287,0.01655,0,0.22285,0.12914,0.00943,0.01388,0.00032,0.0,0.0861,0.01283,0.02443,0.0,0.01939,0.03459,0.06404,0.00471,0.00925,0,0.01077,0.09042,0.04273,0.00168,0.03449,0,0.22233,0.0341,0.04639,0.00627,0.01362,0.02305,0.15389,0.08304,0,0.02256,0.29947,0.02831,0.10509,0.01883,0.09072,0.00867,0.02427,0.00214,0.05261,0.06507,0.05061,0.14606,0.03627,0,0,0,0.00149,0,0.06787,0.00175,0.34344,0.00598,0.02557,0.02488,0.01765,0.01173,0.10373,0.05572,0.01573,0.08766,0.12982,0.01738,0,0.0028,0.07304,0.13329,0.04656,0.23104,0,0.08128,0,0,0.05806,0,0.03405,0.01301,0.03006,0.08705,0.01808
t__SGB15081,,0.12996,0,0,0,0,0,0,0,0.08617,0,0.01475,0,0.0,0,0,0,0.0,0,0,0,0.06645,0,0.10341,0,0,0,0,0,0,0,0,0,0,0.01257,0,0,0,0,0.01045,0,0,0,0.02062,0,0,0,0,0,0.01658,0,0,0,0,0,0.07652,0,0,0.00208,0.17018,0,0,0,0,0,0,0.02221,0,0,0,0,0,0,0,0.01725,0.13746,0,0,0,0,0,0,0,0,0,0,0,0,0.00768
t__SGB4563,,0.12464,0.08881,0.03909,0.27276,0.01383,0.42443,0,0.0953,0.22913,0.02908,0.02604,0,0.0,0.8603,0.01635,0.08602,0.0,0.02825,1.25153,0,0.05661,0,0.06387,0.11442,0,0.06266,0.01516,0.12757,0,0.01688,0,0.1167,0.35171,0.05772,0.01469,0.06916,0.05956,0,0.03804,1.26355,0.08344,0.22052,0.12653,0.3896,0,0,0,0.09803,0.1848,0.08923,0.23839,0.03203,0.04959,0,0.20673,0.00278,0,0.44373,0.07966,0.56781,0.03962,0.28638,0.06561,0,0.01483,0.4084,0.01475,0.28276,0.01689,0.04403,0.01957,0,0.01003,0.06873,0.11306,0.07256,0.03287,0.29969,0.04241,0,0,0.17996,0,0,0.24182,0.10233,0,0.01507
t__SGB4577,,0.12428,0.01861,0.02192,0,0,0.05249,0,0.03246,0.30671,0.04554,0,0,0.0,0.06478,0.00651,0,0.0,0.16701,0.09958,0.01477,0.00924,0,0.16977,0,0.05346,0,0,0.07053,0,0.0666,0.03887,0.08831,0,0.12792,0.00089,0,0.8416,0,0.12791,1.44771,0.12849,0.11293,0.08678,0.16836,0,0.0036,0,0.03927,0.07472,0,0,0.02386,0.01088,0,0.26319,0.00829,0.01005,0.04592,0.0232,0.17808,0.01089,0,0,0,0.08594,0.03037,0,0.06018,0.01281,0.15684,0.0088,0.17631,0.01117,0.09716,0.12491,0.02393,0,0.07842,0.01009,0.01866,0.04621,0.02805,0,0.04,0.54234,0.03701,0.4364,0.00517
t__SGB15124,,0.10929,0.02309,0,0.0253,0.00055,0.00793,0,0.01622,0.05566,0.06951,0,0,0.0,0.01878,0,0.08538,0.0,0.06673,0.03665,0,0.01616,0,0.02277,0.08821,0.00763,0.04365,0,0.02093,0,0.04784,0,0.04313,0.01016,0.01174,0.02416,0.00543,0.01866,0,0.0177,0.15483,0.02685,0.00772,0.05385,0.0444,0.01874,0,0.02698,0.16522,0.0043,0.0454,0.04661,0.00106,0,0,0.0249,0,0,0.0101,0.01584,0.10933,0.00132,0,0,0.01367,0,0.00373,0.00528,0,0,0.02907,0.00584,0.08536,0,0,0.01141,0.00039,0.02932,0,0.0006,0,0.00497,0.01659,0,0.01522,0.01518,0.0172,0.0909,0.00219
