Abundance,PSM6XBSE,ESM5GEZA,PSM6XBSG,CSM5MCYU,CSM67U9H,MSM5LLIQ,CSM7KOU7,CSM79HLY,CSM5FZ4E,MSM9VZN4,CSM67U9T,MSM79H9U,CSM79HGH,CSM67UEW,CSM7KOUJ,CSM67U9R,HSM5MD44,CSM79HQT,ESM5MEC7,CSM5MCYO,CSM79HGD,CSM79HGL,CSM5FZ4G,MSM5LLHV,CSM5MCYQ,CSM7KONY,ESM5MEA7,CSM7KONS,CSM79HNG,CSM79HQR,CSM5MCUW,ESM5GEZ6,ESM5MEEJ,CSM79HGJ,MSM79HF1,CSM5MCUQ,CSM5MCUS,CSM7KONW,CSM79HPM,ESM5GEZ4,CSM7KOQ5,MSM6J2N6,HSM7J4JV,CSM5MCUE,CSM5MCUY,CSM79HM5,MSM9VZJF,CSM67UF1,ESM5MEAB,MSM5LLFU,CSM79HM9,CSM5MCUC,CSM67U9P,CSM5MCU8,HSM7CZ2X,HSM7CZ1T,CSM5MCUG,PSM7J1C2,CSM5FZ4K,CSM7KOMR,HSM5MD87,MSM5LLFK,CSM5MCYM,CSM5MCUK,CSM5MCWM,HSM6XRQE,CSM67UEP,ESM5MEA9,HSM7J4JT,MSM5LLFM,CSM67UET,CSM5MCWS,CSM79HGF,CSM79HGN,HSM5MD47,CSM7KOMV,MSM79HD8,CSM5MCTZ,CSM5MCUA,HSMA33P2,CSM5MCXB,CSM79HPQ,CSM5FZ4A,MSM9VZNV,MSM5LLFO,MSM79HD6,CSM5MCYI,HSM5MD43
t__SGB8071,,0.01585,0,0,0,0,0,0,0,0,0,0,0,0.56991,0,0,2.85074,0.38472,0.00102,0.14387,0,0,0,0,0.44184,0,0,0,0,0,0,0.00889,0,0,0,0,0,0,0,0,0,0.09566,0.01108,0.00899,0,0,0.00121,0.07596,0.3764,0,0.10821,0,0,0,0,0,0,0,0,0.13333,0.12311,0,0.18689,0,0,0,0.46432,0.05181,0,0,0,0.0,0,0,0,0.07677,0,0,0,0,0.07492,0,0,0.06935,0,0,0.26534,0
t__SGB14993,,0.01143,0.08018,0,0,0,0.05853,0,0.01443,1.17152,0,0.0015,0,0,0,0,0,0.03468,0,0.02365,0,0,0.02925,0,0.03547,0,0,0,0,0.11616,0,0.07943,0,0,0.0052,0,0,0,0,0.0537,0,0,0,0,0.03058,0,0.05417,0.02935,0,0.01412,0.01217,0.00387,0,0,0.06914,0.00733,0.0078,0,0.01307,0,0,0,0,0.00716,0,0,0,0,0,0,0,0.0,0,0,0,0,0.00871,0.01831,0,0,0,0,0,0.00717,0,0,0,0.03531
t__SGB4031,,0.01019,0,0,0,0,0.35065,0,0,0,0.00361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138,0.03861,0.00527,0,0,1.08462,0.05286,0,0,0.01964,0,0,0,0,0.14814,0,0.01228,0,0,0,0,0,0,0,0,0,0.0284,0,0.00537,0,0.02504,0,0,0.09026,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.03186,0,0,0,0,0,0.00227,0,0,0,0
t__SGB4761,,0.00819,0,0,0.00077,0,0,0,0,0,0.00116,0,0,0,0,0,0,0,0,0,0.04059,0,0,0.06626,0,0,0,0,0,0,0,0.04271,0,0,0,0,0,0.07524,0,0,0,0,0,0,0,0,0.02153,0,0,0,0,0.00847,0,0.02654,0,0,0,0,0,0,0,0,0,0.00253,0,0,0,0,0,0,0,0.0,0.0377,0,0,0,0,0.0011,0,0,0,0.00117,0,0,0,0,0,0
t__SGB4725,,0.00526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08361,0,0.004,0,0,0,0,0,0,0,0.12939,0.07164,0.01315,0,0,0,0.03028,0.00522,0,0.01425,0,0,0,0,0.02129,0,0,0,0,0,0,0.05281,0,0.05343,0,0,0,0,0,0,0,0,0,0.01043,0,0,0,0,0,0,0,0.0,0.01387,0,0,0,0,0,0.01465,0,0,0,0.04086,0,0,0.01625,0,0
t__SGB4563,,0.00471,0,0,0.00697,0,0.0225,0,0,0.044,0.7932,0.0282,0,0.00884,0,0,0.13181,0.02264,0.07599,0.06033,0.00554,0,0,0,0.06353,0,0,0.05,0,1.41514,0,0.25212,0,0,0,0,0,0.00185,0,0,0,0,0,0,0,0,1.92352,0.07955,0,0,0.0036,0,0,0,0.68113,0.03568,0.18536,0,0,0,0.02946,0,0.03227,0.07904,0,0,0,0,0,0,0.05959,0.0,0.03062,0,0,0,0,0.18796,0,0,0.02688,0.01955,0,0.72604,0,0,0,0
t__SGB29328,,0.00244,0,0,0,0,0,0,0,0,0.01529,0,0,0,0,0,0,0,0,0,0,0,0.00068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01039,0,0,0,0,0.0068,0,0,0,0,0,0,0,0,0,0,0.0,0,0.00203,0,0,0,0,0,0,0,0,0,0,0.00547,0,0,0
t__SGB4910,,0.00114,3.49662,11.32454,0.56062,0,0.30152,0,0,0.03536,0.01401,3.87811,1.27117,0.0688,0.21629,0.45074,0,0.02889,0.1477,0.02079,0.52075,11.07071,0,0,0.07193,0,0,2.45502,0.16412,0,0,0.03106,0,11.6295,0.01953,0,0,7.03959,20.87127,0,0,0,0,0,0,0,0.7704,0.11065,0,0,0.2048,0,1.34605,0,0,0,0,0,0,0.00538,0,0,0.37503,0.05944,0,0,0,0,0.00391,0,0,0.0,4.15213,0.2123,0,0.04675,0.00064,0,0,0.1731,0.09116,13.89556,0,0,0,0,0.14518,0
p__Fusobacteria,,,1.60168,0.2204,0.44451,0,0.20976,0,0,0,0,0,0,0,0,0.01388,0,0,0,0,0,6.34842,0,0,0,0,12.71715,0.02651,0,0,0,0,0,0.16048,0,0,0,0.23068,1.97317,0,0,0,0,0,0,0,0,0,0.07578,0.02383,0.19091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.50545,1.01848,0,0,0,0,0,0,0,0,0,0,0.01916,0,0,0
c__CFGB76370,,,1.60168,0.2204,0.35062,0,0,0,0,0,0,0,0,0,0,0.01388,0,0,0,0,0,6.24895,0,0,0,0,0,0.02651,0,0,0,0,0,0.16048,0,0,0,0.23068,1.97317,0,0,0,0,0,0,0,0,0,0,0,0.19091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.50545,0.97471,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB635,,,1.36446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01487,0,0,0,0,0,0,0,0,0,0,0,0.04327,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25758,0
o__OFGB76370,,,1.60168,0.2204,0.35062,0,0,0,0,0,0,0,0,0,0,0.01388,0,0,0,0,0,6.24895,0,0,0,0,0,0.02651,0,0,0,0,0,0.16048,0,0,0,0.23068,1.97317,0,0,0,0,0,0,0,0,0,0,0,0.19091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.50545,0.97471,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB635,,,1.36446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01487,0,0,0,0,0,0,0,0,0,0,0,0.04327,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25758,0
o__Selenomonadales,,,0.57365,0.8331,0.9475,0,0,0,0,0,0,0,0,0,0.01462,0.01391,0,0,0,0,0.44879,1.11055,0,0,0,0.86232,0,0.90558,0,0,0,0,0,2.95901,1.40091,0,0,0.34357,1.07492,0,0,0,0,0,0,0,0.37515,0,0,0,0.68796,0,0,0,0,0,0.03431,0,0,0,0,0,0.03019,0.07783,0,0,0,0,0,0,0,0.0,0.0994,2.57023,0,0,0.12966,0.02674,0,0,0,0.77357,0,0,0,0,0,0.0109
f__Prevotellaceae,,,11.56517,38.63325,66.73464,0,0,0,0,11.03773,0.26756,56.46301,5.75525,0,0.27311,10.07009,0,0,1.16856,7.78499,2.925,3.43941,0,1.31468,0,90.05393,0,77.12805,0.16799,0,0,0,0,22.66691,4.95159,0,0,14.03528,29.53127,0.27835,0,79.71107,67.33157,0,0,40.13001,8.57925,0,0,0,37.09466,0,2.56506,0,0,0,9.42084,0,0,21.38331,0.15269,0,0.83259,5.58977,0,31.55597,0,0,46.72182,0,0,0.0,6.70225,71.65817,0,21.08568,3.40204,5.62067,0,37.93926,0.05836,53.24688,0,0,0,0.11274,1.36266,0
f__FGB76370,,,1.60168,0.2204,0.35062,0,0,0,0,0,0,0,0,0,0,0.01388,0,0,0,0,0,6.24895,0,0,0,0,0,0.02651,0,0,0,0,0,0.16048,0,0,0,0.23068,1.97317,0,0,0,0,0,0,0,0,0,0,0,0.19091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.50545,0.97471,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB635,,,1.36446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01487,0,0,0,0,0,0,0,0,0,0,0,0.04327,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25758,0
f__Selenomonadaceae,,,0.57365,0.8331,0.9475,0,0,0,0,0,0,0,0,0,0.01462,0.01391,0,0,0,0,0.44879,1.11055,0,0,0,0.86232,0,0.90558,0,0,0,0,0,2.95901,1.40091,0,0,0.34357,1.07492,0,0,0,0,0,0,0,0.37515,0,0,0,0.68796,0,0,0,0,0,0.03431,0,0,0,0,0,0.03019,0.07783,0,0,0,0,0,0,0,0.0,0.0994,2.57023,0,0,0.12966,0.02674,0,0,0,0.77357,0,0,0,0,0,0.0109
g__Prevotella,,,11.4209,37.21355,65.84433,0,0,0,0,6.36081,0.26756,56.35061,4.28509,0,0.27311,8.62685,0,0,1.16856,7.52487,1.83058,3.25976,0,1.31468,0,89.25608,0,75.86437,0.16799,0,0,0,0,20.99874,4.89938,0,0,13.66933,27.41888,0.27835,0,79.71107,66.90942,0,0,40.13001,7.91261,0,0,0,36.89042,0,1.26623,0,0,0,0,0,0,21.38331,0.15269,0,0.81218,0,0,31.55597,0,0,46.72182,0,0,0.0,5.61242,70.92087,0,21.08568,3.40204,0,0,37.93926,0.05836,52.06554,0,0,0,0.11274,1.36266,0
g__Gemmiger,,,4.49804,0.21364,2.73839,0,0,0,0,0,0,0.02781,4.12706,1.62417,0,0.0289,0,4.53133,0,0.81601,0.24723,13.3941,0.11078,0.10927,0.63053,4.23162,0,2.10864,0,0,0,0,0,1.73279,0.24932,0,0,0.59077,3.05199,0,0,0,0,0,0,0.13015,0.03586,1.22876,0,0,1.19423,0,0,0,0.48113,0,0,0,0.23875,0.71279,0,0,0.14468,0,0.00746,0,1.05094,0,0,0,0.36899,0.0,1.97633,3.84913,0,0.72146,0.41867,0,0,0,1.08536,0.87612,0,0,0,0.09443,1.40528,0
g__GGB79751,,,1.60168,0.2204,0.35062,0,0,0,0,0,0,0,0,0,0,0.01388,0,0,0,0,0,6.24895,0,0,0,0,0,0.02651,0,0,0,0,0,0.16048,0,0,0,0.23068,1.97317,0,0,0,0,0,0,0,0,0,0,0,0.19091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.50545,0.97471,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB1543,,,1.36446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01487,0,0,0,0,0,0,0,0,0,0,0,0.04327,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25758,0
g__Aggregatibacter,,,0.73502,0,0.28825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0477,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Megamonas,,,0.57365,0.8331,0.9475,0,0,0,0,0,0,0,0,0,0,0.01391,0,0,0,0,0.44879,1.11055,0,0,0,0.86232,0,0.90558,0,0,0,0,0,2.95901,0,0,0,0.34357,1.07492,0,0,0,0,0,0,0,0,0,0,0,0.68796,0,0,0,0,0,0,0,0,0,0,0,0.03019,0,0,0,0,0,0,0,0,0.0,0.0994,2.57023,0,0,0.12966,0,0,0,0,0.77357,0,0,0,0,0,0
g__Oscillospiraceae_unclassified,,,0.27778,0.3379,0.03306,0,0.07534,0,0.30499,0,1.57039,0.04074,3.65534,0,0,0.26552,0,0,0.01769,0.43135,1.11824,0.96255,1.43522,1.8229,0,0,0,0.42942,0,0,0.07274,0.21952,0.00529,0.5569,1.47537,0.76361,0.18547,2.61255,2.10844,0.17977,0.06701,0,0,0.05271,0,0,0.12407,0,0,0,0,0.62261,4.17124,0.33219,0,0.02256,0,0,0.36244,0,0.30321,0,0.01007,0.0034,0.04635,0,0,0,0.02309,0,0,0.0,1.4264,0.01599,0,0,0.10738,0,0.0159,0.05261,0.07364,0.84177,0.02307,0,0,0,0,0.05843
g__Paraprevotella,,,0.14427,1.41969,0.89031,0,0,0,0,4.67692,0,0.1124,1.47017,0,0,1.44324,0,0,0,0.26012,1.09442,0.17965,0,0,0,0.79785,0,1.26368,0,0,0,0,0,1.66816,0.05222,0,0,0.36595,2.11239,0,0,0,0.42215,0,0,0,0.30975,0,0,0,0.20424,0,1.29884,0,0,0,2.88981,0,0,0,0,0,0.02041,3.32855,0,0,0,0,0,0,0,0.0,1.08983,0.73729,0,0,0,4.45448,0,0,0,1.18134,0,0,0,0,0,0
g__GGB79652,,,0.06585,0.05593,0,0,0,0,0,0,0,0,6.77438,0,0,2.03902,0,0,0.01605,0.02785,2.30378,0.1349,0,0,0,0,0,0.027,0,0,0,0,0,5.47221,0,0,0,2.33733,0.73795,0,0,0,0,0,0,0,0,0,0,0,0.04084,0,4.75512,0,0,0,0,0,0,0,0,0,0.07577,0,0,0,0,0,0,0,0,0.0,2.0466,0.14129,0,0,0,0,0,0,0,0.09459,0,0,0,0,0,0
g__Tyzzerella,,,0.06472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15117,0,0,0,0,0,0,0,0,0,0,0,0,0.14406,0,0,0,0,0,0,0,0,0.01219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,8.97109,0,0,0,0,0,0,0,0,0,0,0
g__Intestinimonas,,,0.02001,0.03823,0.04317,0,0.00614,0,0,0,0.05753,0,3.13684,0.0144,0.03257,0.76989,0,0.0399,0,0.21655,4.80764,0.23953,0.00975,0.26336,0.04659,0,0,0,0,0,0.0171,0,0,0.46738,0,0.29661,0,0.166,0.79849,0,0,0,0,0,0.02239,0.05271,0,0.0343,0,0,0.08301,0.07114,9.08533,0.02743,0,0.02136,0,0,0.01483,0.01613,0,0,0.29891,0.01279,0,0,0.00889,0,0,0,0.10745,0.0,3.95289,0.04059,0,0.18934,0,0.00274,0.01617,0,0.06919,0.38851,0,0,0,0.09177,0.17593,0
s__Prevotella_copri_clade_A,,,11.4209,37.21355,65.84433,0,0,0,0,0,0.26756,56.35061,4.28509,0,0.27311,8.59795,0,0,1.16856,7.52487,1.82795,3.25976,0,0,0,89.25608,0,75.86437,0.16799,0,0,0,0,20.99874,0,0,0,13.66933,27.41888,0.27835,0,79.71107,66.90942,0,0,0,4.8247,0,0,0,19.7083,0,1.26623,0,0,0,0,0,0,0,0.10218,0,0.81218,0,0,0,0,0,46.72182,0,0,0.0,2.90687,70.92087,0,0,3.40204,0,0,0.00125,0.05836,52.06554,0,0,0,0.04063,1.36266,0
s__Gemmiger_SGB1481,,,4.49804,0.21364,2.73839,0,0,0,0,0,0,0,4.12706,0,0,0.0289,0,0,0,0,0.24723,13.3941,0,0,0,4.23162,0,2.10864,0,0,0,0,0,1.73279,0,0,0,0.59077,3.05199,0,0,0,0,0,0,0,0,0,0,0,0.97633,0,0,0,0,0,0,0,0,0,0,0,0.04397,0,0,0,0,0,0,0,0,0.0,1.97633,3.84913,0,0,0,0,0,0,0,0.87612,0,0,0,0,0.03732,0
s__Bacteroides_stercoris,,,1.61765,0.31318,0.13451,0,4.8462,50.56933,0,1.82597,0.0903,0.84731,4.56034,3.25442,0,4.69136,0,10.52201,3.68206,9.58108,6.93016,4.57843,0,14.61736,9.35271,0.06239,14.94084,0.10526,0,0.89301,6.88766,0.02205,0,1.55994,0.06549,7.27743,6.67598,1.788,1.89856,0,0,0,1.07694,8.65599,7.11466,9.76528,0.20598,7.80581,29.02086,0,3.25496,24.01468,1.91827,7.88227,0,13.12352,6.3012,15.04066,0,2.06699,5.28348,0,10.07642,2.00152,0,0,15.7463,29.05072,0,1.7997,13.79643,0.0,2.07866,0.672,0.52265,7.20511,0.57327,6.31082,22.10582,7.32097,9.68803,0.29617,22.4148,9.54593,0.08609,0.0587,16.95358,11.419
s__GGB79751_SGB6028,,,1.60168,0.2204,0.35062,0,0,0,0,0,0,0,0,0,0,0.01388,0,0,0,0,0,6.24895,0,0,0,0,0,0.02651,0,0,0,0,0,0.16048,0,0,0,0.23068,1.97317,0,0,0,0,0,0,0,0,0,0,0,0.19091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.50545,0.97471,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Streptococcus_SGB5805,,,1.4284,5.31759,1.68909,0,0,0,0,0,0,0,1.72248,0,0,2.19119,0,0,0.07613,0.12324,6.59963,3.72488,0,0,0,0.55109,0,0.70802,0,0,0,0,0,3.33681,0,0,0,7.32365,4.36832,0,0,0,0,0,0,0,0,0,0,0,0.58197,0,6.01758,0,0,0,0,0,0,0,0,0,0.05112,0,0,0,0,0,0,0,0,0.0,6.20571,2.94215,0,0,0,0,0,0,0,4.68213,0,0,0,0,0,0
s__GGB1543_SGB2126,,,1.36446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01487,0,0,0,0,0,0,0,0,0,0,0,0.04327,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25758,0
s__Aggregatibacter_segnis,,,0.73502,0,0.28825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0477,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Clostridium_sp_AM49_4BH,,,0.57998,0,0,0,0.41183,0,0,0,0,0.01897,0,0.1751,0,0,0,0.09982,0,0.03975,0,2.33884,0,0,0.04031,0,0,0.30473,0,0,0,0,0,0,0,0,0,0,3.73288,0,0,0,0,0.0267,0,0.06568,0,0.04943,0,0,0.40383,0,0,0,0,0,0,0,0,0.55278,0,0,0.11064,0,0,0,0,0,0,0,0.15372,0.0,0,0,0,0.16551,0.01619,0,0,0.01567,0.16236,0.7163,0,0,0,0,0.18867,0
s__Megamonas_funiformis,,,0.57365,0.8331,0.9475,0,0,0,0,0,0,0,0,0,0,0.01391,0,0,0,0,0.44879,1.11055,0,0,0,0.86232,0,0.90558,0,0,0,0,0,2.95901,0,0,0,0.34357,1.07492,0,0,0,0,0,0,0,0,0,0,0,0.68796,0,0,0,0,0,0,0,0,0,0,0,0.03019,0,0,0,0,0,0,0,0,0.0,0.0994,2.57023,0,0,0.12966,0,0,0,0,0.77357,0,0,0,0,0,0
s__Clostridium_sp_AF34_13,,,0.42306,0,0,0,0,0,0,0,0,0,0,0.14927,0,0,0,0.05262,0.15744,0,0,0,0,0,0.08518,0,0,0,0,0,0.02334,0.11017,0,0,0,0,0.15935,0,0,0,0,0,0,0.00945,0.05476,0,0,0.24912,0,0,0.14228,0,0,0,0,0.03992,0,0,0,0.05905,0,0,0.03666,0.00859,0,0,0.77547,0,0,0,0.25665,0.0,0,0,0,0.09083,0,0,0,0,0.06569,0,0,0,0,0,0.19654,0
s__Phocaeicola_plebeius,,,0.40402,0.23889,0.58305,0,0,0,0,5.56851,0,0.13127,0.03617,0,0,0.393,0,0,0,0,0.79524,1.45316,0,0,0,1.1939,0,1.83037,0,0,0,0,0,0.42805,2.03622,0,0,0.07412,0.23052,0,0,0,0,0,0,0,0,0,0,0,0.39949,0,0,0,0,0,0.40804,0,0,0,0,0,0.00874,0.25088,0,0,0,0,0,0,0,0.0,0.23021,1.67405,0,0,0,7.56338,0,0,0,0.19513,0,0,0,0,0,0
s__Bacteroides_xylanisolvens,,,0.38997,0,0,0,0.26729,13.51746,0.03678,0.34368,0.01354,0.23919,0,0.97705,0.93064,0,0,3.16066,7.61467,1.69807,0,0,0.00934,1.62711,2.00148,0,0,0,0,0,0,0,0,0,0,0,0,0.51233,0,0,0.08808,0,0.17427,0.02457,0,5.04325,0,2.8576,0.00776,8.24229,0.91515,0,0,0.07243,0,1.09828,0.01069,0,0,2.02917,0,22.80779,4.0357,0.03605,0,0,2.6796,0,0,14.87512,4.63197,0.0,0,0,0,9.36937,1.26769,0.22881,0,0.18371,5.76616,0,0.0052,0,6.45888,0.00407,3.3235,0.01411
s__Eubacterium_siraeum,,,0.27778,0,0,0,0,0,0.30499,0,0,0,2.78466,0,0,0.05484,0,0,0.00908,0.35606,0.07238,0.96255,1.40758,0,0,0,0,0.18875,0,0,0.04045,0,0,0.41015,1.1546,0.76361,0.10641,1.65623,1.74665,0,0,0,0,0,0,0,0.06208,0,0,0,0,0,4.15291,0.13826,0,0,0,0,0.17103,0,0.28726,0,0,0,0.04635,0,0,0,0,0,0,0.0,0.31178,0,0,0,0.01572,0,0,0,0,0.26322,0,0,0,0,0,0.05843
s__Phocaeicola_coprocola,,,0.2708,0.90522,0.53529,0,0,0,0,32.35396,0,1.57947,1.19466,0,0,1.56265,0,0,0.01292,0.05998,2.83683,0.81416,0,0,0,0.62962,0,1.42128,0,0,0,0,0,0.5464,0,0,0,0.12505,0.90566,0,0,0,0,0,0,0,0,0,0,0,0.22097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89353,0,0,0.0,0.87979,0.94215,0,0,0,0,0,0,0,0.491,0,0,0,0,0,0
s__Bacteroides_cellulosilyticus,,,0.20283,0,0,0,2.1751,0,0,0,4.94533,0.01595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04495,0,0,0.02118,0,0,0.01905,0.00115,0,0,0,0,0,0,0.69125,0,0.22011,0,0,0.02982,0,0,0,0,0,0.06236,0.02954,0,0,0,0,0,0,0,0.0,0,0,0,0,0.1373,0.05419,0.01547,0,0,0,0.01931,0,0,0.73923,0.02578,0
s__Paraprevotella_xylaniphila,,,0.14427,1.41969,0.89031,0,0,0,0,0,0,0,1.47017,0,0,1.44324,0,0,0,0.01446,1.09442,0.17965,0,0,0,0.79785,0,1.26368,0,0,0,0,0,1.66816,0,0,0,0.36595,2.11239,0,0,0,0,0,0,0,0,0,0,0,0.20424,0,1.29884,0,0,0,0,0,0,0,0,0,0.02041,0,0,0,0,0,0,0,0,0.0,1.08983,0.73729,0,0,0,0,0,0,0,1.18134,0,0,0,0,0,0
s__Dialister_pneumosintes,,,0.08368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48018,0,0.08096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21813,0,0,0,0,0,0,0,0,0,0,0,0.0553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.34225,0.38279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB79652_SGB15211,,,0.06585,0.05593,0,0,0,0,0,0,0,0,6.77438,0,0,2.03902,0,0,0.01605,0.02785,2.30378,0.1349,0,0,0,0,0,0.027,0,0,0,0,0,5.47221,0,0,0,2.33733,0.73795,0,0,0,0,0,0,0,0,0,0,0,0.04084,0,4.75512,0,0,0,0,0,0,0,0,0,0.07577,0,0,0,0,0,0,0,0,0.0,2.0466,0.14129,0,0,0,0,0,0,0,0.09459,0,0,0,0,0,0
s__Tyzzerella_nexilis,,,0.06472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15117,0,0,0,0,0,0,0,0,0,0,0,0,0.14406,0,0,0,0,0,0,0,0,0.01219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,8.97109,0,0,0,0,0,0,0,0,0,0,0
s__Alistipes_SGB2313,,,0.05184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94462,0,0,0,0,18.6497,9.71574,0.13524,0,0,0.05121,0,0,0,11.62862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.3398,0,0,0,0,0,0,0,0,0,0,0
s__Bacteroides_finegoldii,,,0.03366,0,0,0,0,0,0,0,0.02738,0.00615,0,0,10.6648,0,0,0,0,0.56317,0,0,0,0,0,0,0,0,0,1.15248,0,0,0,0,0,0,0,0,0,0,0,0,0.48761,1.52369,0,0,0,0,0,0,0.86217,0.23761,0,0.24733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.74249,0.02004,0.00484,0,0.74995,4.22536,0,4.74462,0,0
s__Clostridium_sp_AF27_2AA,,,0.03232,0,0.00948,0,0,0,0,0.03782,0,0.03217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31185,0,0.04504,0.00833,0,0,0,0,0,0,0.02132,0,0,0,0,0,0,0,0,0,0,0.02684,0,0,0,0,0.0196,0.15836,0,0,0,0,0,0,0.05347,0,0,0,0,0,0,0,0.0,0,0,0,0.01028,0.03152,0,0,0,0,0.00276,0,0.18329,0.00536,0,0,0.11589
s__Intestinimonas_butyriciproducens,,,0.02001,0.03823,0.04317,0,0.00614,0,0,0,0,0,3.10505,0,0,0.70567,0,0,0,0.09563,4.80764,0.23953,0,0,0,0,0,0,0,0,0.0171,0,0,0.46738,0,0.29661,0,0.166,0.79849,0,0,0,0,0,0.02239,0,0,0,0,0,0.01314,0.07114,8.70391,0.02743,0,0.02136,0,0,0,0,0,0,0.03508,0,0,0,0,0,0,0,0,0.0,3.86588,0.04059,0,0.03978,0,0,0.01617,0,0,0.38851,0,0,0,0.09177,0,0
