Abundance,HSM6XRT2,HSM7CZ2L,ESM5GEZ3,HSM5MD59,HSM67VFX,MSM9VZMQ,HSM67VGA,HSM5MD6U,HSM7CYYZ,ESM5GEYU,HSM5MD8B,MSM79H94,MSM6J2M3,HSM67VGE,HSM67VDX,HSM5MD6O,HSM5MD8N,HSM6XRQC,CSM79HGR,HSM5MD6G,HSM7CZ2J,MSM6J2PQ,PSM6XBTZ,HSM5MD82,HSM67VG2,HSM5MD6S,HSM5MD6I,HSM67VGI,HSM5MD5D,HSM6XRTG,HSM5MD6K,PSM7J19X,HSM5MD8H,HSM67VDR,HSM5MD8D,HSM5MD5F,HSM6XRSZ,HSM6XRTE,HSM6XRSX,MSM79H52,HSM5MD5B,ESM5GEZ1,HSM7CYYV,HSM5MD8P,HSM6XRT4,MSM79H8J,CSM6J2H9,MSM6J2JF,HSM5MD57,MSM79HCN,HSM67VG6,HSM6XRTC,HSM6XRT6,ESM5ME9H,HSM67VDT,MSM9VZFJ,HSM5MD8L,HSM7CYYR,HSMA33J1,HSM5MD6E,HSM5MD8A,HSM5MD5Z,MSM6J2JH,HSM6XRTA,ESM5MEBP
t__SGB4652,0.08095,0,0.32003,0.09282,1.51675,0,0,0.01022,0.01438,0,0.1192,0,0,0.11526,0,0.0806,0.11144,0,0.71143,0.0,0,0.08241,0.02667,0,0,0.18782,0.03375,0.3206,0.24701,0.24547,0.00064,0,0.15964,0.02759,0.29029,0.00099,0,0.262,0.01587,0.08051,0.07252,0.78882,0.05635,0,0,0.00181,1.5874,0,0,0,0,0,0.18879,0,0,0,0.04768,0,0.38448,0.09415,0,0,0.34673,1.48404,0
t__SGB4758,0.0765,0.03429,0.36483,0.00215,0.00131,0,0,0,0,0.91803,0.01098,0.0289,0,0.02426,0.0169,0,0.00036,0,0,0.0,0.01459,0,0,0.21083,0.1461,0,0,0,0.1165,0,0,9.90869,0,0,0,0.11126,0.05696,0.00868,0.08091,0,0,0.62177,0,0,0.04726,0.00715,0,0.11833,0.10792,0,0,0,0.13068,0.15969,0,0,0,0,0.05747,0,0.02891,0,0,0,0
t__SGB4811,0.07075,0.06156,0,0.01251,0.01941,0,0.042,0.02488,0,0,0.0365,0,0.34516,0.15448,0.32544,0,0.03118,0,0,0.0,0,0.04637,0,0.07192,0.01261,0,0.05664,0,0.009,0,0.06131,0,0.03252,0.05635,0.02891,0.06222,0.11069,0.03307,0.03927,0,0.01342,0,0,0.0399,0.04165,0.05403,0.0114,0.04569,0.04175,0,0.50114,0,0.66136,0,0.10507,0.00672,0.0197,0.06164,0.02039,0,0.03705,0,0.03123,0.08233,0
t__SGB15149,0.07055,0.71151,0,0.11274,0.17964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2656,0,0,0,0.09899,0,0,0,0.83886,0,0,0,0,0,0,0.07892,0.06152,0,0.55937,0,0.08509,0,0,0,0.10356,0,0.03491,0,0.46175,0,0.45132,0,0,0,0.16198,0.05446,0,0,0.0263,0,0.06112,0,0,0,0
t__SGB4537,0.06857,0,0,0,0,0,0,0,0,0,0,0,0.00821,0,0.10222,0,0,0,0,0.0,0,0.01416,0,0,0,0,0,0,0,0,0,0,0,0.00455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00687,0,0.0513,0,0,0,0,0,0,0,0.00761,0,0,0,0
t__SGB15143,0.06828,0.04969,0,0.04171,0.06871,0,0.02672,0.05007,0,0,0.03367,0.01133,0,0,0,0,0.05606,0,0,0.0,0.10706,0,0,0.01417,0.07406,0,0.09884,0,0.2181,0.01058,0.05424,0,0,0,0,0.0433,0.16234,0.07914,0.07944,0,0.04834,0,0,0,0.03118,0.09297,0.05227,0.01275,0.10597,0.00608,0.06171,0,0,0,0.01744,0.09758,0,0,0.07328,0.06471,0,0,0,0,0
t__SGB4940,0.062,0,0.19574,1.81437,0.04936,0.06938,0.07576,0,0.07135,0.09463,0,0,0.01787,1.28892,0.05245,0.05536,0,0.00981,0.22798,0.0,0,0.30634,0.02707,0,0,0.53507,0.15962,0,0.01409,0.01587,0.41591,0,0.23995,5.84283,0,0.17537,0.04051,0,0.01703,0,0.3037,0.1158,0,0,0.5754,0.11672,0.71363,0.10266,0.1223,0.05565,0.48903,0.04069,0,0.43459,0,0.48168,0,0.02858,0.11985,0.25723,3.40394,0,0.32161,0.44936,0.94829
t__SGB15300,0.05921,0.03741,0.08857,0,0.0502,0,0,0.21398,0,0.57032,0,0,0.03447,0,0.00571,0,0,0,0,0.0,0,0.16555,0.22308,0,0.0095,0.03325,0.06088,0,0.02296,0,0.05,0,0.28501,0.26802,0,0.41995,0.10126,0,0.1368,0,0.01318,0.06989,0,0,0.17523,0,0.00195,0,0.04788,0,0.15572,0,0.70777,0,0.01631,0,0,0,0.08315,0.03287,0.02028,0,0,0,0
t__SGB14862,0.05912,0,0,0,0,0,0,0.0294,0,0,0,0,0,0,0,0,0,0,0,0.0,0.09629,0,0,0.00593,0.01543,0,0,0,0,0,0,0,0,0,0,0,0,0.09192,0,0,0,0,0,0,0,0,0,0,0,0,0.01483,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15316,0.05836,0.17565,0,0.0871,0.03026,0.92609,0.98231,2.41784,0.50724,0,0.53184,0,1.89921,0.30456,0,0.61923,0.93512,0,0.14932,0.0,0,0.04401,0.00429,0.49534,0,2.55323,1.27556,0.31909,0.0453,0.30589,2.20652,0,1.24903,0.31474,0.44927,0.15766,0.04677,0.67592,0.12124,0,0.26311,0,0.26271,0.40187,0.29379,2.42664,4.24448,0.3309,0,1.6742,0.30139,0.72738,0,0.00858,0.07767,0,0.40701,0.13968,0.66448,1.29997,0,0.24917,1.46792,0.36616,0
t__SGB15154,0.05562,0,0,0.04071,0.0415,0.04054,0,0.04658,0.0682,0,0.0179,0.00539,0.01197,0.00364,0.0395,0,0.02285,0,0.00337,0.0,0.00529,0,0,0.04791,0.01005,0.00104,0.01431,0,0.16439,0.02336,0.0133,0,0,0,0,0.05926,0.15213,0.0793,0.23348,0,0.04309,0,0,0,0,0.6571,0.30047,0.05682,0.1552,0,0,0,0,0,0.01469,0.29799,0,0,0,0.01144,0,0,0,0,0
t__SGB4699,0.05366,0,0.43647,0,0,0,0,0.00464,0.0052,1.42052,0.00182,0,0,0.02264,0,0,0,0,0,0.0,0,0,0,0.02346,0.20104,0,0,0,0.01179,0,0,1.91124,0,0,0,0.14564,0,0.00616,0.036,0,0,1.28791,0,0,0.19776,0,0,0.0167,0.04458,0,0,0,0.19293,0.10091,0,0,0,0,0,0,0,0,0,0,0.01896
t__SGB5082,0.05292,0,0.20077,0.02382,1.37633,0.03852,0.1224,0.27887,0.00781,0.0745,0.30477,0,0.02351,0.66439,0.34953,0.79226,0.66021,0,0.78958,0.0,0,0.62175,0,0.7003,0.03622,0.2056,0.04244,0,0.02749,0.02117,0.02002,0,0.13113,0.03347,0.0922,0.24837,0.17423,0.14408,0.01549,0.09789,0.07049,0.10306,0.16576,0.28675,0.05455,0,0.14114,0,0.00316,0.94725,0.07045,0,2.27702,0.11407,0.01432,0.38894,0.11476,0,0,0.94301,0.03421,0.67562,0.87208,1.28322,0.41938
t__SGB4608,0.04898,0.08972,0,0.02922,0.08723,0,0.04803,0,0,0,0.00546,0,0,0,7.68518,0,0.04082,0,0,0.0,0,0.01133,0,0.03328,0,0,0,0,0.0563,0,0,0,0.2751,0.04264,0,0.27017,0.25488,0.29655,0.06123,0.47874,0.07206,0,0,0,0.42904,0.00125,0.01192,0.30358,0.3526,0,0.38017,0,0.13798,0,0.00273,0.01042,0.01191,0.05528,0.42597,0.0337,8.43036,0,0,0,0
t__SGB4746,0.04742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.02464,0,0,0,0,0,0,0,0.00885,0,0,0,0,0,0,0.01554,0,0,0.00369,0,0,0,0,0,0,0,0,0.00462,0.04558,0,0,0,0,0,0,0.04341,0,0,0,0,0,0,0,0,0
t__SGB5087,0.04686,0,0,0.16406,0.73263,0.61876,0,0.30897,0.03997,0,0,0,0,0,0,0.66949,0,0,0.53098,0.0,0,0.99917,0,0,0.02391,0.14347,0,0,0.13831,0,0,0,0.35371,0.08489,0,0.51148,0.33993,0,0.065,0,0.21779,0,0,0,0,0,0.04126,0,0.02588,0.69818,0,0,0.63001,0,0,0,0,0,0.04966,0,0,0,0,0,0
t__SGB4716,0.04262,0,0,0.04064,0.07113,0,0,0.2248,0.04404,0,0.10169,0,0.03185,0.10838,0,0.01765,0.00982,0,0.02612,0.0,0,0,0,0.14423,0,0.18159,0.1334,0,0.22627,0.06245,0.19605,0,0.12219,0.13543,0.03352,0.01858,0.03943,0.02714,0.0977,0,0.14416,0,0.00354,0.20634,0.0634,0.24074,0.38828,0.1311,0.00699,0.0153,0.03441,0,0,0,0.0069,0.4088,0.05825,0.83803,0.00513,0.15176,0,0,0.03937,0.0059,0
t__SGB4563,0.04071,0,0.02316,0,0,0,0.09098,0.0391,0.02364,0.0898,0,0.001,0.12892,0.31874,2.55241,0,0.012,1.51152,0,0.0,0,0.0214,0,0.02623,0,0.02,0.00871,0,0,0,0.07838,0,0.0907,0.10764,0,0.12617,0,0.00692,0.02502,0.20806,0,0.01026,0,0.15762,0.08729,0,0.01501,0.15612,0.00265,0,0.07735,0,0.28381,0.08607,0.08295,0.05026,0,0.0116,0.12408,0,0.8791,0,0,0.00173,0.04916
t__SGB4820,0.03973,0.0923,0.10992,0.01598,0.01607,0.05502,0.02987,0.07134,0,0.00572,0.00454,0,0.01064,0.01434,0.13244,0,0.0194,0,0.00149,0.0,0,0.64211,0,0.08273,0,0,0.07569,0,0.03738,0,0.23434,0,0.75582,0.03191,0,0.15769,0.05214,0.07497,0.0455,0,0.03965,0.03265,0,0.02097,0.10159,0.03066,0.07745,0.07134,0.07732,0,0.19556,0,0.19034,0.14733,0.02192,0.0151,0,0,0.02126,0.05286,0.12111,0,0,0.14686,0.39224
t__SGB4031,0.0346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0759,0,0,0,0.05883,0,0,0,0,0,0,0,0,0,0,0,0.12321,0,0.03314,0,0,0,0,0,0.02852,0,0,0,0.20428,0,0,0,0,0.01249,0,0,0,0,0.09794,0,0,0,0,0,0
t__SGB14909,0.0338,0.22083,0,0.03306,0.21278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.13488,0,0,0,0.10375,0,0,0,0.35186,0,0,0,0,0,0,0.00425,0.35388,0,0.48367,0,0,0,0,0,0,0.08835,0,0.22047,0.45113,0,0.41208,0,0,0,0,0.23393,0,0,0.06102,0,0,0,0.00328,0,0
t__SGB4988,0.02951,0.01291,0,0,0,0,0,0.01834,0,0,0,0,0,0.06924,0.0092,0,0.0013,0,0,0.0,0.15576,0.03647,0,0.07589,0.17618,0,0.00376,0,0.04361,0,0.00993,0,0,0,0,0.28722,0.01408,0,0.0214,0.08938,0,0,0,0,0.00801,0,0,0.04332,0.00966,0,0.14867,0,0.07672,0.00207,0,0,0,0,0,0.01001,0.07134,0,0,0.11483,0
t__SGB1815,0.02914,0,0,0.04402,0.00227,12.49101,0,0,0.14309,0,0,0.00859,0.12967,0.13974,15.73987,0,0,0,0,0.0,0,0,1.55205,0,0,0,0,0,0.03013,0,0,0,0,0,0,0.02896,0.15892,0,0.09114,0,0,0,0,0.0258,0.01656,7.38838,0,0.90335,1.1435,47.18383,0,0,0,0,0,0.04022,0,0,0,0,2.10916,0,0.55366,0,0
t__SGB8007_group,0.02769,0.12892,0.01641,0.08659,0.02868,0,0,0,0,0,0,0,0,0.00397,0,0,0,0,0,0.0,0,0.02394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09374,0,0,0,0,0,0,0,0.03601,0,0.0025,0,0.07425,0,0,0,0,0,0,0,0.01673,0,0,0,0.14518
t__SGB15350,0.02621,0.02435,0,0.05301,0.08995,0.03903,0,0,0,0,0,0,0.02413,0,0.00836,0,0,0,0,0.0,0.05431,0,0,0,0,0,0,0,0.06918,0,0,0,0,0,0,0.14969,0,0,0.27179,0,0.03411,0,0,0,0,0,0.10416,0,0.12954,0,0.0472,0,0.30529,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14999,0.02504,0,0.08985,0.12326,0.366,0,0,0,0,0.14361,0.04308,0,0,0,0,0,0.05455,0,0,0.0,0,0,0,0.10246,0.00314,0,0.03878,0,0.03355,0.00898,0.00269,0,0,0,0,0.01419,0,0.0646,0.09209,0,0.07269,0.15584,0,0,0.05308,0.04311,0,0,0.0562,0,0.12149,0,0,0.02485,0,0.03148,0.00649,0.01145,0,0.01921,0,0,0,0.04574,0
t__SGB9262,0.0249,0,0.35368,0.94023,0.3505,0.04401,0.30199,0,0.01811,2.14636,1.05183,0.15527,0.16045,0.56341,0.00927,0,0.21833,0,0.27185,0.0,0,0.18652,0,0.27808,0.00581,0,0.57556,0,1.394,0.23355,0.47555,0,0.16378,0,0.54313,4.38919,1.13675,1.11711,2.66918,0,1.02663,0.45041,0,0.65165,0.18491,0.00794,0,0.2326,0.97342,0,0.03438,2.131,5.47545,0.18071,0.14025,0.07442,0.23604,0,0,0.27626,0.34623,0,0,0.65309,0.36453
t__SGB15317,0.02312,0.56552,0,0.28355,0.0895,0.28913,0,0,0.01158,0,0,0,0.64352,0.14199,0,0,0,0,0.01756,0.0,0,0.05058,0.07705,0,0,0,0,0,0.24467,0,0,0,0,0.67209,0,0.05537,0.0992,0,0.14448,0,0.60402,0,0,0,0.08862,0.23526,0,0,0,0,0.05123,0,0.02908,0,0,0,0,0,0.50441,0,0.00315,0,0.23303,0,0
t__SGB15164,0.02201,0.31935,0,0.05529,0.16817,0.01086,0,0,0,0,0,0,0,0,0.0277,0,0,0,0,0.0,0.07545,0,0.00292,0,0.01897,0,0.12538,0,0.07966,0,0.35221,0,0,0,0,0.14775,0.01095,0,0.16687,0,0,0,0,0,0.01611,0.05559,0.00034,0,0.02776,0,0.01517,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4868,0.0211,0.02245,0.05197,0.00494,0.03239,0,0.03465,0.06274,0.03287,0.26993,0.06171,0.00985,0.009,0.18883,0.38457,0,0.05324,0,0,0.0,0,0.02439,0,0.12641,0,0.00453,0.03427,0,0.01131,0.01127,0.22698,0,0,0.04977,0,0.15301,0,0.25246,0.05476,0,0,0.03439,0,0.06356,0.01707,0.00633,0,0,0.06912,0,0.15147,0.06366,0.1088,0.84835,0,0.26214,0.00047,0,0.03964,0.00566,0.03181,0,0.00831,0.05198,1.1253
t__SGB4914,0.01959,0.032,0.02978,0.23796,0.03326,1.72925,0.10715,0.10429,0.49038,0.19626,0.4082,0.01952,0.04669,0.4437,0.10444,0.41408,0.63466,0,0.09272,0.0,0,0.31529,0,0.27052,0,0.12786,0.87272,0.14788,0.08135,0.67227,0.48479,0,0.09892,0,1.26748,0.03483,0.02159,0.23578,0.05094,0.03348,0.23909,0.05184,2.10129,1.4745,0.15193,0.50702,0.55105,0.0019,0.0219,0.49662,0.00771,0.32654,0.06859,0.29798,0,1.47973,0.47019,0.06044,0.26154,1.64624,0,0,0.85998,0.37991,0.06751
t__SGB15124,0.01923,0.01954,0,0.00838,0.08316,0,0,0,0,0,0.09276,0.0158,0,0.0077,0,0,0.07373,0,0,0.0,0.02604,0,0,0,0,0,0.04917,0,0.1063,0.02797,0.00917,0,0,0,0,0.06767,0.04512,0.2002,0.20952,0,0.02038,0,0.12283,0,0,0.0067,0.00667,0.05528,0.13396,0,0.02588,0,0,0,0,0.09033,0.00495,0.00213,0.00858,0,0,0,0,0.0524,0
t__SGB4826,0.01809,0.02601,0,0.00257,0.00686,0,0,0.22251,0.02671,0,0.01103,0.02587,0,0.04678,0.08441,0,0.0385,0,0,0.0,0,0.5112,0.07605,0.11649,0.00133,0,0.05254,0,0.00065,0,0.32841,0,1.19463,0.01457,0,0.07898,0,0.05085,0.05378,0,0,0,0,0.12395,0.0363,0.02979,0.04524,0.1046,0.02209,0,0.26928,0,0.20216,0,0,0.01927,0,0,0.0187,0.01163,0,0,0,0.03097,0
t__SGB4721,0.01612,0,0,0,0.00222,0,0,0.05096,0,0,0,0.0192,0.03534,0,0.14105,0,0,0,0,0.0,0,0,0,0,0,0,0.05496,0,0,0.02149,0.10383,0,0.01939,0.01367,0,0,0,0.18269,0,0,0,0,0,0,0,0.16579,0,0.07679,0,0,0,0,0,0,0.0015,0.29244,0,0.01584,0.26414,0.05764,0,0,0.03286,0,0
t__SGB6438,0.01431,0,0,0,2.47491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2.24791,0,0,3.2683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08847,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB5843,0.01309,0,0,0.16301,0.13189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.10679,0,0,0,0,0,0,0.02335,0,0,0.05784,0,0.08729,0,0,0,0.07786,0,0,0,0.07818,0,0.08485,0,0,0,0,0,0,0,0,0,0.05952,0,0,0,0
t__SGB8053,0.01304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB6783,0.01236,0,0,0,0.01033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07538,0,0,0,0,0,0,0,0.18258,0,0,0,0,0,0
t__SGB15291,0.01195,0,0,0,0.06609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.11571,0,0,0,0,0,0,0.02931,0,0,0,0,0,0,0.172,0.00635,0,0.10471,0,0,0,0,0,0.05191,0,0.01936,0,0.02627,0,0.02856,0,0.6688,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB5075,0.01109,0,0.40706,2.53134,2.16107,0.17366,0,0.97477,0.10849,0.45575,0,0,0,0.01577,0.90918,0.89211,0,0,0.4886,0.0,0,1.03265,0.35809,0,0,1.15079,0.3353,0,0.52054,0,0.21814,0,2.68979,0,0,2.96824,0.65983,0,0.80783,0,0.4933,0.48487,0,0,0,0,0,0.06014,0.3991,0,0,0,0.705,0,0,2.46055,0,0,0,0,0,0.01868,0,0,0
t__SGB4540_group,0.01054,0.03951,0.02748,0,0,0,0,0.30164,0.0092,0.17928,0.03607,0.01768,0.14718,0.11926,0.07373,0,0.0584,0,0,0.0,0,0.76782,0,0.40437,0,0.01973,0.18686,0.1655,0,0,0.36412,0,1.46248,0.24989,0.03671,0.12099,0,0.05133,0.01471,0.58807,0.01975,0.04235,0,0.08086,0.01911,0,0.22692,0.06328,0,0,0.07122,0.12675,0.04259,0.35127,0.03607,0.17868,0,0.02273,0.0552,0.02609,0.18817,0,0,0.30893,0.56839
t__SGB1867,0.00922,0,0,0,0,3.90029,5.77454,0.06585,1.68626,0,2.4565,5.06318,0.83602,1.44789,6.29232,0,8.96549,0,0,0.0,0,0.19462,0.90449,5.41709,0,0,2.38055,5.48584,0,1.53277,3.0029,0,0.8906,0.02275,1.33862,0.01483,0,3.63766,0,0,0,0,3.69123,1.61181,0,0.01046,3.49505,1.47312,0,0,0,0.93753,0,0,3.23096,3.59403,1.46821,3.75727,0.14645,7.23402,0,0,0,4.6095,0
t__SGB3574,0.00846,0,0.01221,0.03131,0.05784,0,0,0.03092,0,0.0114,0.24045,0,0,0.0038,0.1086,0,0,0,0,0.0,0.03981,0,0,0.10533,0,0.00749,0,0,0.0914,0.00294,0,0,0,0,0,0.00725,0.01063,0.19054,0.1502,0,0.03485,0,0,0,0.02746,0.07491,0,0.02438,0.04213,0,0.04237,0,0.01035,0,0.01032,0.02621,0,0,0,0,0.09247,0,0,0.04564,0
t__SGB6952,0.00618,0.04144,0.02279,0.43851,0.03175,0,0,0,0,0.6006,0,0,0.02957,0,0,0.39281,0,0.99932,0,0.0,0,0.04455,0,0.01145,0.01142,0.0706,0,0,0.06847,0,0,0.10282,0.06973,0.06452,0,0.17387,0.02921,0,0.36147,0,1.1934,0.27419,0,0.02604,0.0284,0,0,0.11269,0.19195,0.0153,0.0686,0,0.02808,0.01927,0,0,0,0,0,0,0.348,0,0,0,0.12789
t__SGB7038,0.00617,0.01854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00641,0,0.03173,0,0,0,0,0,0,0,0.01416,0,0.08863,0,0,0,0,0,0,0,0,0,1.24298,0,0,0,0
t__SGB15120,0.0045,0.03723,0,0,0.02412,0,0,0,0.02608,0,0,0,0,0.00134,0.11173,0,0,0,0,0.0,0,0,0,0.01077,0.01938,0,0,0,0.00833,0,0,0,0,0,0,0.16769,0,0,0.01162,0.05338,0,0,0,0,0.01025,0.01893,0,0.01629,0.00219,0,0.0803,0,0,0,0,0,0,0,0.04337,0,0.02248,0,0,0,0
t__SGB63327,0.00435,0.02902,0,0.00543,0.05034,0,0,0,0,0,0.0203,0,0,0,0,0,0.00321,0,0,0.0,0.03763,0,0,0,0,0,0,0,0.02296,0.00498,0,0,0,0,0,0.07513,0.00627,0.00352,0.21033,0,0.02501,0,0,0,0.00752,0.01373,0,0,0.03498,0,0.18763,0,0.04318,0,0.00253,0,0,0,0,0,0,0,0,0,0
t__SGB6817,0.00147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.01991,0,0,0,0.00223,0,0,0,0,0,0,0.06476,0,0,0.0568,0,0,0,0,0,0,0,0,0,0,0,0.22832,0,0.06905,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB1507,,0.02409,0.01311,0,0.01303,0,0.01365,0.01196,0,0.31502,0.09631,0.00448,0,0,0,0,0.02045,0,0,0.0,0.1066,0.00155,0,0,0.0109,0,0.03985,0,0.03563,0.00969,0,0,0,0,0,0,0.01114,0.02392,0,0,0,0.09813,0,0,0.00448,0.02571,0,0.06607,0,0,0.00237,0,0,0.0981,0,0.0202,0,0,0.0427,0.0034,0,0,0,0,0
o__OFGB1507,,0.02409,0.01311,0,0.01303,0,0.01365,0.01196,0,0.31502,0.09631,0.00448,0,0,0,0,0.02045,0,0,0.0,0.1066,0.00155,0,0,0.0109,0,0.03985,0,0.03563,0.00969,0,0,0,0,0,0,0.01114,0.02392,0,0,0,0.09813,0,0,0.00448,0.02571,0,0.06607,0,0,0.00237,0,0,0.0981,0,0.0202,0,0,0.0427,0.0034,0,0,0,0,0
f__Eubacteriales_Family_XIII_Incertae_Sedis,,0.04599,0.02412,0.00408,0.10857,0,0.02751,0,0,0,0,0,0,0.15092,0.02039,0,0.02501,0,0,0.0,0.02018,0.00179,0,0.04961,0,0,0,0,0.05613,0,0.00126,0,0,0,0,0.10168,0,0.00488,0.04624,0,0.00585,0,0,0,0,0,0.00138,0,0.05972,0,0.03448,0.05798,0.04809,0,0.00137,0.02768,0,0.02694,0,0,0,0,0,0,0
f__FGB1507,,0.02409,0.01311,0,0.01303,0,0.01365,0.01196,0,0.31502,0.09631,0.00448,0,0,0,0,0.02045,0,0,0.0,0.1066,0.00155,0,0,0.0109,0,0.03985,0,0.03563,0.00969,0,0,0,0,0,0,0.01114,0.02392,0,0,0,0.09813,0,0,0.00448,0.02571,0,0.06607,0,0,0.00237,0,0,0.0981,0,0.0202,0,0,0.0427,0.0034,0,0,0,0,0
g__GGB9534,,0.58987,0,0,0.04258,0,0,0,0,0,0,0,0,0,0.02201,0,0,0,0,0.0,1.15135,0,0,0,0.17019,0,0,0,0,0,0,0,0.10129,0,0,0,0.04201,0,0.00716,0,0,0,0,0,0,0,0.1284,0,0.00738,0,0.44168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Monoglobus,,0.37559,0,0,0.02738,0,0,0,0,0,0,0,0.05166,0.14973,0,0,0,0,0,0.0,0,0,0,0,0.07994,0,0,0,0.01305,0,0,0,0,0,0,0.15015,0,0.00091,0.0125,0,0,0,0,0,0,0,0,0,0.0345,0,0,0.04384,0.01591,0,0,0,0,0,0,0,0,0,0,0,0
g__Hungatella,,0.11058,0.08232,0,0,0,0,0,0,0.32781,0,0,0,0,0.03154,0,0,0,0,0.0,0,0,0,0.0158,0.50384,0,0,0,0.06014,0,0,2.64633,0,0,0,0.07582,0.0548,0.03343,0.16095,0,0.02599,0.31996,0,0,0.0926,0,0,0.10009,0.08318,0,0.00328,0,0.08652,0,0,0.00716,0,0,0,0,0.0244,0,0,0.0172,0
g__Intestinimonas,,0.1033,0.21947,0,0.16547,0.08206,0.13974,0.03077,0,0,0.00496,0,0,0,0,0,0.19913,0,0,0.0,0.06392,0,0,0,0.06685,0,0,0,0.2848,0.0133,0,0,0,0,0,0.02285,0.31921,0.12181,0.0789,0,0.01023,0,0,0,0.02832,0,0.03398,0.26105,0.05564,0,0,0,0.07315,0.14586,0,0.00801,0.00906,0.18733,0,0,0,0,0,0,0
g__GGB3446,,0.08619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB2987,,0.04599,0,0.00408,0.10857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.02018,0,0,0,0,0,0,0,0.05613,0,0,0,0,0,0,0.03955,0,0,0.04624,0,0.00585,0,0,0,0,0,0.00138,0,0.05972,0,0.03448,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Anaeromassilibacillus,,0.04279,0.00844,0,0.01515,0,0.01789,0,0.04124,0,0.04856,0,0,0.05647,0,0,0.00388,0,0,0.0,0,0,0,0,0,0,0,0,0.05196,0.00716,0,0.1305,0,0,0,0.12246,0.00694,0.18733,0.05691,0,0.00062,0,0,0,0,0,0,0.15701,0.11962,0,0.01279,0.15093,0.03609,0.00643,0,0,0,0,0,0,0,0,0,0,0
g__GGB32900,,0.03822,0,0,0.01265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0047,0,0,0,0,0,0,0.04771,0,0,0.00142,0.10463,0,0,0,0,0,0.00972,0,0,0,0,0.00214,0,0.0013,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB3818,,0.02409,0,0,0.01303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1066,0,0,0,0.0109,0,0.03985,0,0.03563,0,0,0,0,0,0,0,0.01114,0,0,0,0,0,0,0,0.00448,0,0,0,0,0,0.00237,0,0,0,0,0,0,0,0,0.0034,0,0,0,0,0
g__Waltera,,0.01686,0,0.02844,0.32071,0.001,0,0,0,0.14612,0,0,0.02448,0.00061,0,0,0,0,4.27048,0.0,0,0.01607,0,0,0,0,0.03921,0,0,0,0.00369,0,0,0,0,0.02519,0,0,0.03349,0,0.33173,0.02683,0,0,0.34769,0,0.03007,0,0,0,0.02581,0,0,0.07576,0,0.00762,0,0,0.15319,0.0355,0,0,0.02961,0,0.02224
g__GGB9501,,0.0152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
